# Verificarlo Analysis for parallel_5
# Source: parallel_5.c
# Type: DOUBLE, Precision: 53, Mode: mca
# Range: [1.0e-38:1.0e-39:1.0e-37], Iterations: 20
i x result
1 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
2 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
3 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
4 0.0000000000000000000000000000000000000100 3.20000000000000030e-37
5 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
6 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
7 0.0000000000000000000000000000000000000100 3.20000000000000030e-37
8 0.0000000000000000000000000000000000000100 3.20000000000000030e-37
9 0.0000000000000000000000000000000000000100 3.19999999999999946e-37
10 0.0000000000000000000000000000000000000100 3.20000000000000030e-37
11 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
12 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
13 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
14 0.0000000000000000000000000000000000000100 3.19999999999999946e-37
15 0.0000000000000000000000000000000000000100 3.19999999999999946e-37
16 0.0000000000000000000000000000000000000100 3.19999999999999946e-37
17 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
18 0.0000000000000000000000000000000000000100 3.19999999999999946e-37
19 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
20 0.0000000000000000000000000000000000000100 3.19999999999999988e-37
1 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
2 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
3 0.0000000000000000000000000000000000000110 3.52000000000000053e-37
4 0.0000000000000000000000000000000000000110 3.52000000000000053e-37
5 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
6 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
7 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
8 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
9 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
10 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
11 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
12 0.0000000000000000000000000000000000000110 3.51999999999999970e-37
13 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
14 0.0000000000000000000000000000000000000110 3.52000000000000053e-37
15 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
16 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
17 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
18 0.0000000000000000000000000000000000000110 3.52000000000000053e-37
19 0.0000000000000000000000000000000000000110 3.52000000000000053e-37
20 0.0000000000000000000000000000000000000110 3.52000000000000012e-37
1 0.0000000000000000000000000000000000000120 3.83999999999999952e-37
2 0.0000000000000000000000000000000000000120 3.84000000000000119e-37
3 0.0000000000000000000000000000000000000120 3.83999999999999952e-37
4 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
5 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
6 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
7 0.0000000000000000000000000000000000000120 3.84000000000000119e-37
8 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
9 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
10 0.0000000000000000000000000000000000000120 3.83999999999999952e-37
11 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
12 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
13 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
14 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
15 0.0000000000000000000000000000000000000120 3.83999999999999952e-37
16 0.0000000000000000000000000000000000000120 3.83999999999999868e-37
17 0.0000000000000000000000000000000000000120 3.84000000000000119e-37
18 0.0000000000000000000000000000000000000120 3.84000000000000035e-37
19 0.0000000000000000000000000000000000000120 3.84000000000000119e-37
20 0.0000000000000000000000000000000000000120 3.84000000000000119e-37
1 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
2 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
3 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
4 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
5 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
6 0.0000000000000000000000000000000000000130 4.15999999999999934e-37
7 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
8 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
9 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
10 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
11 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
12 0.0000000000000000000000000000000000000130 4.16000000000000101e-37
13 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
14 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
15 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
16 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
17 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
18 0.0000000000000000000000000000000000000130 4.16000000000000101e-37
19 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
20 0.0000000000000000000000000000000000000130 4.16000000000000018e-37
1 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
2 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
3 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
4 0.0000000000000000000000000000000000000140 4.47999999999999916e-37
5 0.0000000000000000000000000000000000000140 4.47999999999999916e-37
6 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
7 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
8 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
9 0.0000000000000000000000000000000000000140 4.48000000000000083e-37
10 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
11 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
12 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
13 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
14 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
15 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
16 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
17 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
18 0.0000000000000000000000000000000000000140 4.48000000000000083e-37
19 0.0000000000000000000000000000000000000140 4.47999999999999916e-37
20 0.0000000000000000000000000000000000000140 4.48000000000000000e-37
1 0.0000000000000000000000000000000000000150 4.79999999999999982e-37
2 0.0000000000000000000000000000000000000150 4.80000000000000065e-37
