i x result
3 -3.400000 -9.05850983453664461e-04
4 -3.400000 -9.05850983453664353e-04
5 -3.400000 -9.05850983453664353e-04
6 -3.400000 -9.05850983453662727e-04
7 -3.400000 -9.05850983453662835e-04
8 -3.400000 -9.05850983453662835e-04
9 -3.400000 -9.05850983453662835e-04
10 -3.400000 -9.05850983453662835e-04
11 -3.400000 -9.05850983453662835e-04
12 -3.400000 -9.05850983453662727e-04
13 -3.400000 -9.05850983453662727e-04
14 -3.400000 -9.05850983453662835e-04
15 -3.400000 -9.05850983453662727e-04
16 -3.400000 -9.05850983453662835e-04
17 -3.400000 -9.05850983453662835e-04
18 -3.400000 -9.05850983453662727e-04
19 -3.400000 -9.05850983453662727e-04
20 -3.400000 -9.05850983453662835e-04
1 -3.300000 -1.31122811833580383e-03
2 -3.300000 -1.31122811833580383e-03
3 -3.300000 -1.31122811833580622e-03
4 -3.300000 -1.31122811833580383e-03
5 -3.300000 -1.31122811833580383e-03
6 -3.300000 -1.31122811833580492e-03
7 -3.300000 -1.31122811833580622e-03
8 -3.300000 -1.31122811833580513e-03
9 -3.300000 -1.31122811833580253e-03
10 -3.300000 -1.31122811833580622e-03
11 -3.300000 -1.31122811833580253e-03
12 -3.300000 -1.31122811833580383e-03
13 -3.300000 -1.31122811833580253e-03
14 -3.300000 -1.31122811833580383e-03
15 -3.300000 -1.31122811833580513e-03
16 -3.300000 -1.31122811833580383e-03
17 -3.300000 -1.31122811833580513e-03
18 -3.300000 -1.31122811833580275e-03
19 -3.300000 -1.31122811833580383e-03
20 -3.300000 -1.31122811833580383e-03
1 -3.200000 -1.86956516208428535e-03
2 -3.200000 -1.86956516208428665e-03
3 -3.200000 -1.86956516208428513e-03
4 -3.200000 -1.86956516208428860e-03
5 -3.200000 -1.86956516208428665e-03
6 -3.200000 -1.86956516208428339e-03
7 -3.200000 -1.86956516208428838e-03
8 -3.200000 -1.86956516208428665e-03
9 -3.200000 -1.86956516208428838e-03
10 -3.200000 -1.86956516208428339e-03
11 -3.200000 -1.86956516208428535e-03
12 -3.200000 -1.86956516208428665e-03
13 -3.200000 -1.86956516208428535e-03
14 -3.200000 -1.86956516208428665e-03
15 -3.200000 -1.86956516208428860e-03
16 -3.200000 -1.86956516208428665e-03
17 -3.200000 -1.86956516208428339e-03
18 -3.200000 -1.86956516208428665e-03
19 -3.200000 -1.86956516208428339e-03
20 -3.200000 -1.86956516208428838e-03
1 -3.100000 -2.62661023054977603e-03
2 -3.100000 -2.62661023054977343e-03
3 -3.100000 -2.62661023054977343e-03
4 -3.100000 -2.62661023054977776e-03
5 -3.100000 -2.62661023054977343e-03
6 -3.100000 -2.62661023054977343e-03
7 -3.100000 -2.62661023054977343e-03
8 -3.100000 -2.62661023054977343e-03
9 -3.100000 -2.62661023054977343e-03
10 -3.100000 -2.62661023054977343e-03
11 -3.100000 -2.62661023054977343e-03
12 -3.100000 -2.62661023054977343e-03
13 -3.100000 -2.62661023054977343e-03
14 -3.100000 -2.62661023054977343e-03
15 -3.100000 -2.62661023054977082e-03
16 -3.100000 -2.62661023054977776e-03
17 -3.100000 -2.62661023054977776e-03
18 -3.100000 -2.62661023054977343e-03
19 -3.100000 -2.62661023054977776e-03
20 -3.100000 -2.62661023054977343e-03
1 -3.000000 -3.63739208177301558e-03
2 -3.000000 -3.63739208177301905e-03
3 -3.000000 -3.63739208177301905e-03
4 -3.000000 -3.63739208177301255e-03
5 -3.000000 -3.63739208177301558e-03
6 -3.000000 -3.63739208177301905e-03
7 -3.000000 -3.63739208177301255e-03
8 -3.000000 -3.63739208177301905e-03
9 -3.000000 -3.63739208177301558e-03
10 -3.000000 -3.63739208177301949e-03
11 -3.000000 -3.63739208177301905e-03
12 -3.000000 -3.63739208177301558e-03
13 -3.000000 -3.63739208177301905e-03
14 -3.000000 -3.63739208177301558e-03
15 -3.000000 -3.63739208177301905e-03
16 -3.000000 -3.63739208177301558e-03
17 -3.000000 -3.63739208177301905e-03
18 -3.000000 -3.63739208177301905e-03
19 -3.000000 -3.63739208177301558e-03
20 -3.000000 -3.63739208177301905e-03
1 -2.900000 -4.96666623547141212e-03
2 -2.900000 -4.96666623547140952e-03
3 -2.900000 -4.96666623547141299e-03
4 -2.900000 -4.96666623547141819e-03
5 -2.900000 -4.96666623547141299e-03
6 -2.900000 -4.96666623547141299e-03
7 -2.900000 -4.96666623547141299e-03
8 -2.900000 -4.96666623547141733e-03
9 -2.900000 -4.96666623547141819e-03
10 -2.900000 -4.96666623547141733e-03
11 -2.900000 -4.96666623547140952e-03
12 -2.900000 -4.96666623547141299e-03
13 -2.900000 -4.96666623547141299e-03
14 -2.900000 -4.96666623547140865e-03
15 -2.900000 -4.96666623547141212e-03
16 -2.900000 -4.96666623547141819e-03
17 -2.900000 -4.96666623547141299e-03
18 -2.900000 -4.96666623547141299e-03
19 -2.900000 -4.96666623547141733e-03
20 -2.900000 -4.96666623547141212e-03
1 -2.800000 -6.68889360687918277e-03
2 -2.800000 -6.68889360687918277e-03
3 -2.800000 -6.68889360687918190e-03
4 -2.800000 -6.68889360687918277e-03
5 -2.800000 -6.68889360687918190e-03
6 -2.800000 -6.68889360687918277e-03
7 -2.800000 -6.68889360687918797e-03
8 -2.800000 -6.68889360687918277e-03
9 -2.800000 -6.68889360687918277e-03
10 -2.800000 -6.68889360687918277e-03
11 -2.800000 -6.68889360687918277e-03
12 -2.800000 -6.68889360687918190e-03
13 -2.800000 -6.68889360687918797e-03
14 -2.800000 -6.68889360687918797e-03
15 -2.800000 -6.68889360687918190e-03
16 -2.800000 -6.68889360687918190e-03
17 -2.800000 -6.68889360687918277e-03
18 -2.800000 -6.68889360687918190e-03
19 -2.800000 -6.68889360687918277e-03
20 -2.800000 -6.68889360687918277e-03
1 -2.700000 -8.88759463946789570e-03
2 -2.700000 -8.88759463946789743e-03
3 -2.700000 -8.88759463946789743e-03
4 -2.700000 -8.88759463946789743e-03
5 -2.700000 -8.88759463946789570e-03
6 -2.700000 -8.88759463946789743e-03
7 -2.700000 -8.88759463946789570e-03
8 -2.700000 -8.88759463946790611e-03
9 -2.700000 -8.88759463946789743e-03
10 -2.700000 -8.88759463946789743e-03
11 -2.700000 -8.88759463946790437e-03
12 -2.700000 -8.88759463946789743e-03
13 -2.700000 -8.88759463946790437e-03
14 -2.700000 -8.88759463946790437e-03
15 -2.700000 -8.88759463946789570e-03
16 -2.700000 -8.88759463946789743e-03
17 -2.700000 -8.88759463946789743e-03
18 -2.700000 -8.88759463946790611e-03
19 -2.700000 -8.88759463946789743e-03
20 -2.700000 -8.88759463946790437e-03
1 -2.600000 -1.16539176852426887e-02
2 -2.600000 -1.16539176852426991e-02
3 -2.600000 -1.16539176852426991e-02
4 -2.600000 -1.16539176852426905e-02
5 -2.600000 -1.16539176852426887e-02
6 -2.600000 -1.16539176852426991e-02
7 -2.600000 -1.16539176852426991e-02
8 -2.600000 -1.16539176852426991e-02
9 -2.600000 -1.16539176852427095e-02
10 -2.600000 -1.16539176852426991e-02
11 -2.600000 -1.16539176852426991e-02
12 -2.600000 -1.16539176852426887e-02
13 -2.600000 -1.16539176852426887e-02
14 -2.600000 -1.16539176852426887e-02
15 -2.600000 -1.16539176852426887e-02
16 -2.600000 -1.16539176852426991e-02
17 -2.600000 -1.16539176852426887e-02
18 -2.600000 -1.16539176852426887e-02
19 -2.600000 -1.16539176852426905e-02
20 -2.600000 -1.16539176852426991e-02
1 -2.500000 -1.50842660899985857e-02
2 -2.500000 -1.50842660899985700e-02
3 -2.500000 -1.50842660899985700e-02
4 -2.500000 -1.50842660899985700e-02
5 -2.500000 -1.50842660899985857e-02
6 -2.500000 -1.50842660899985683e-02
7 -2.500000 -1.50842660899985857e-02
8 -2.500000 -1.50842660899985700e-02
9 -2.500000 -1.50842660899985700e-02
10 -2.500000 -1.50842660899985700e-02
11 -2.500000 -1.50842660899985700e-02
12 -2.500000 -1.50842660899985857e-02
13 -2.500000 -1.50842660899985978e-02
14 -2.500000 -1.50842660899985700e-02
15 -2.500000 -1.50842660899985700e-02
16 -2.500000 -1.50842660899985857e-02
17 -2.500000 -1.50842660899985700e-02
18 -2.500000 -1.50842660899985839e-02
19 -2.500000 -1.50842660899985978e-02
20 -2.500000 -1.50842660899985700e-02
1 -2.400000 -1.92768461556017054e-02
2 -2.400000 -1.92768461556017054e-02
3 -2.400000 -1.92768461556017054e-02
4 -2.400000 -1.92768461556016880e-02
5 -2.400000 -1.92768461556017054e-02
6 -2.400000 -1.92768461556017193e-02
7 -2.400000 -1.92768461556017054e-02
8 -2.400000 -1.92768461556017193e-02
9 -2.400000 -1.92768461556017193e-02
10 -2.400000 -1.92768461556017054e-02
11 -2.400000 -1.92768461556017227e-02
12 -2.400000 -1.92768461556017054e-02
13 -2.400000 -1.92768461556017054e-02
14 -2.400000 -1.92768461556017227e-02
15 -2.400000 -1.92768461556017193e-02
16 -2.400000 -1.92768461556017054e-02
17 -2.400000 -1.92768461556017054e-02
18 -2.400000 -1.92768461556017227e-02
19 -2.400000 -1.92768461556016880e-02
20 -2.400000 -1.92768461556017054e-02
1 -2.300000 -2.43270297959190390e-02
2 -2.300000 -2.43270297959190425e-02
3 -2.300000 -2.43270297959190390e-02
4 -2.300000 -2.43270297959190182e-02
5 -2.300000 -2.43270297959190390e-02
6 -2.300000 -2.43270297959190425e-02
7 -2.300000 -2.43270297959190425e-02
8 -2.300000 -2.43270297959190633e-02
9 -2.300000 -2.43270297959190390e-02
10 -2.300000 -2.43270297959190425e-02
11 -2.300000 -2.43270297959190425e-02
12 -2.300000 -2.43270297959190390e-02
13 -2.300000 -2.43270297959190425e-02
14 -2.300000 -2.43270297959190390e-02
15 -2.300000 -2.43270297959190425e-02
16 -2.300000 -2.43270297959190390e-02
17 -2.300000 -2.43270297959190390e-02
18 -2.300000 -2.43270297959190390e-02
19 -2.300000 -2.43270297959190182e-02
20 -2.300000 -2.43270297959190182e-02
1 -2.200000 -3.03214729619886228e-02
2 -2.200000 -3.03214729619886228e-02
3 -2.200000 -3.03214729619886228e-02
4 -2.200000 -3.03214729619885985e-02
5 -2.200000 -3.03214729619885985e-02
6 -2.200000 -3.03214729619885985e-02
7 -2.200000 -3.03214729619885950e-02
8 -2.200000 -3.03214729619885985e-02
9 -2.200000 -3.03214729619886228e-02
10 -2.200000 -3.03214729619886228e-02
11 -2.200000 -3.03214729619886193e-02
12 -2.200000 -3.03214729619885742e-02
13 -2.200000 -3.03214729619885985e-02
14 -2.200000 -3.03214729619885742e-02
15 -2.200000 -3.03214729619885950e-02
16 -2.200000 -3.03214729619885985e-02
17 -2.200000 -3.03214729619885985e-02
18 -2.200000 -3.03214729619885985e-02
19 -2.200000 -3.03214729619886228e-02
20 -2.200000 -3.03214729619885985e-02
1 -2.100000 -3.73309950388878778e-02
2 -2.100000 -3.73309950388878778e-02
3 -2.100000 -3.73309950388878431e-02
4 -2.100000 -3.73309950388878431e-02
5 -2.100000 -3.73309950388878778e-02
6 -2.100000 -3.73309950388878431e-02
7 -2.100000 -3.73309950388878847e-02
8 -2.100000 -3.73309950388878847e-02
9 -2.100000 -3.73309950388878778e-02
10 -2.100000 -3.73309950388878778e-02
11 -2.100000 -3.73309950388878500e-02
12 -2.100000 -3.73309950388878778e-02
13 -2.100000 -3.73309950388878778e-02
14 -2.100000 -3.73309950388878500e-02
15 -2.100000 -3.73309950388878778e-02
16 -2.100000 -3.73309950388878431e-02
17 -2.100000 -3.73309950388878500e-02
18 -2.100000 -3.73309950388878778e-02
19 -2.100000 -3.73309950388878847e-02
20 -2.100000 -3.73309950388878778e-02
1 -2.000000 -4.54023059122249661e-02
2 -2.000000 -4.54023059122249661e-02
3 -2.000000 -4.54023059122249661e-02
4 -2.000000 -4.54023059122249870e-02
5 -2.000000 -4.54023059122249661e-02
6 -2.000000 -4.54023059122249661e-02
7 -2.000000 -4.54023059122249661e-02
8 -2.000000 -4.54023059122249661e-02
9 -2.000000 -4.54023059122249870e-02
10 -2.000000 -4.54023059122250078e-02
11 -2.000000 -4.54023059122249661e-02
12 -2.000000 -4.54023059122249661e-02
13 -2.000000 -4.54023059122249661e-02
14 -2.000000 -4.54023059122249592e-02
15 -2.000000 -4.54023059122249661e-02
16 -2.000000 -4.54023059122249661e-02
17 -2.000000 -4.54023059122249870e-02
18 -2.000000 -4.54023059122249661e-02
19 -2.000000 -4.54023059122249661e-02
20 -2.000000 -4.54023059122249661e-02
1 -1.900000 -5.45487655446673936e-02
2 -1.900000 -5.45487655446673936e-02
3 -1.900000 -5.45487655446673936e-02
4 -1.900000 -5.45487655446673936e-02
5 -1.900000 -5.45487655446673936e-02
6 -1.900000 -5.45487655446673936e-02
7 -1.900000 -5.45487655446674005e-02
8 -1.900000 -5.45487655446674005e-02
9 -1.900000 -5.45487655446673936e-02
10 -1.900000 -5.45487655446673936e-02
11 -1.900000 -5.45487655446673936e-02
12 -1.900000 -5.45487655446674005e-02
13 -1.900000 -5.45487655446673936e-02
14 -1.900000 -5.45487655446673936e-02
15 -1.900000 -5.45487655446673728e-02
16 -1.900000 -5.45487655446673936e-02
17 -1.900000 -5.45487655446674005e-02
18 -1.900000 -5.45487655446673936e-02
19 -1.900000 -5.45487655446673936e-02
20 -1.900000 -5.45487655446673936e-02
1 -1.800000 -6.47404731540702216e-02
2 -1.800000 -6.47404731540702910e-02
3 -1.800000 -6.47404731540702216e-02
4 -1.800000 -6.47404731540702910e-02
5 -1.800000 -6.47404731540703049e-02
6 -1.800000 -6.47404731540702771e-02
7 -1.800000 -6.47404731540702216e-02
8 -1.800000 -6.47404731540702494e-02
9 -1.800000 -6.47404731540702910e-02
10 -1.800000 -6.47404731540702910e-02
11 -1.800000 -6.47404731540702633e-02
12 -1.800000 -6.47404731540702910e-02
13 -1.800000 -6.47404731540702494e-02
14 -1.800000 -6.47404731540702771e-02
15 -1.800000 -6.47404731540702771e-02
16 -1.800000 -6.47404731540702494e-02
17 -1.800000 -6.47404731540702216e-02
18 -1.800000 -6.47404731540702633e-02
19 -1.800000 -6.47404731540702771e-02
20 -1.800000 -6.47404731540702910e-02
1 -1.700000 -7.58941044488438132e-02
2 -1.700000 -7.58941044488438132e-02
3 -1.700000 -7.58941044488438132e-02
4 -1.700000 -7.58941044488438132e-02
5 -1.700000 -7.58941044488438132e-02
6 -1.700000 -7.58941044488438271e-02
7 -1.700000 -7.58941044488438271e-02
8 -1.700000 -7.58941044488438687e-02
9 -1.700000 -7.58941044488438271e-02
10 -1.700000 -7.58941044488438410e-02
11 -1.700000 -7.58941044488438132e-02
12 -1.700000 -7.58941044488438271e-02
13 -1.700000 -7.58941044488438271e-02
14 -1.700000 -7.58941044488438410e-02
15 -1.700000 -7.58941044488438271e-02
16 -1.700000 -7.58941044488438132e-02
17 -1.700000 -7.58941044488437994e-02
18 -1.700000 -7.58941044488438271e-02
19 -1.700000 -7.58941044488438271e-02
20 -1.700000 -7.58941044488438132e-02
1 -1.600000 -8.78630378556384817e-02
2 -1.600000 -8.78630378556384817e-02
3 -1.600000 -8.78630378556384539e-02
4 -1.600000 -8.78630378556384539e-02
5 -1.600000 -8.78630378556384539e-02
6 -1.600000 -8.78630378556385233e-02
7 -1.600000 -8.78630378556384539e-02
8 -1.600000 -8.78630378556384956e-02
9 -1.600000 -8.78630378556384539e-02
10 -1.600000 -8.78630378556384539e-02
11 -1.600000 -8.78630378556384956e-02
12 -1.600000 -8.78630378556385233e-02
13 -1.600000 -8.78630378556384539e-02
14 -1.600000 -8.78630378556384817e-02
15 -1.600000 -8.78630378556385233e-02
16 -1.600000 -8.78630378556384956e-02
17 -1.600000 -8.78630378556384539e-02
18 -1.600000 -8.78630378556384956e-02
19 -1.600000 -8.78630378556384956e-02
20 -1.600000 -8.78630378556384817e-02
1 -1.500000 -1.00428423019767094e-01
2 -1.500000 -1.00428423019767052e-01
3 -1.500000 -1.00428423019767052e-01
4 -1.500000 -1.00428423019767038e-01
5 -1.500000 -1.00428423019767094e-01
6 -1.500000 -1.00428423019767038e-01
7 -1.500000 -1.00428423019767038e-01
8 -1.500000 -1.00428423019767052e-01
9 -1.500000 -1.00428423019767038e-01
10 -1.500000 -1.00428423019767038e-01
11 -1.500000 -1.00428423019767052e-01
12 -1.500000 -1.00428423019767094e-01
13 -1.500000 -1.00428423019767094e-01
14 -1.500000 -1.00428423019767052e-01
15 -1.500000 -1.00428423019767094e-01
16 -1.500000 -1.00428423019767052e-01
17 -1.500000 -1.00428423019767038e-01
18 -1.500000 -1.00428423019767052e-01
19 -1.500000 -1.00428423019767094e-01
20 -1.500000 -1.00428423019767038e-01
1 -1.400000 -1.13291932838805495e-01
2 -1.400000 -1.13291932838805481e-01
3 -1.400000 -1.13291932838805481e-01
4 -1.400000 -1.13291932838805495e-01
5 -1.400000 -1.13291932838805495e-01
6 -1.400000 -1.13291932838805481e-01
7 -1.400000 -1.13291932838805523e-01
8 -1.400000 -1.13291932838805481e-01
9 -1.400000 -1.13291932838805481e-01
10 -1.400000 -1.13291932838805481e-01
11 -1.400000 -1.13291932838805481e-01
12 -1.400000 -1.13291932838805481e-01
13 -1.400000 -1.13291932838805495e-01
14 -1.400000 -1.13291932838805495e-01
15 -1.400000 -1.13291932838805495e-01
16 -1.400000 -1.13291932838805537e-01
17 -1.400000 -1.13291932838805481e-01
18 -1.400000 -1.13291932838805495e-01
19 -1.400000 -1.13291932838805481e-01
20 -1.400000 -1.13291932838805481e-01
1 -1.300000 -1.26070987682690594e-01
2 -1.300000 -1.26070987682690594e-01
3 -1.300000 -1.26070987682690594e-01
4 -1.300000 -1.26070987682690594e-01
5 -1.300000 -1.26070987682690594e-01
6 -1.300000 -1.26070987682690594e-01
7 -1.300000 -1.26070987682690594e-01
8 -1.300000 -1.26070987682690622e-01
9 -1.300000 -1.26070987682690594e-01
10 -1.300000 -1.26070987682690594e-01
11 -1.300000 -1.26070987682690594e-01
12 -1.300000 -1.26070987682690594e-01
13 -1.300000 -1.26070987682690594e-01
14 -1.300000 -1.26070987682690594e-01
15 -1.300000 -1.26070987682690594e-01
16 -1.300000 -1.26070987682690594e-01
17 -1.300000 -1.26070987682690594e-01
18 -1.300000 -1.26070987682690594e-01
19 -1.300000 -1.26070987682690594e-01
20 -1.300000 -1.26070987682690511e-01
1 -1.200000 -1.38297230862135107e-01
2 -1.200000 -1.38297230862135051e-01
3 -1.200000 -1.38297230862135107e-01
4 -1.200000 -1.38297230862135051e-01
5 -1.200000 -1.38297230862135107e-01
6 -1.200000 -1.38297230862135051e-01
7 -1.200000 -1.38297230862135051e-01
8 -1.200000 -1.38297230862135051e-01
9 -1.200000 -1.38297230862135134e-01
10 -1.200000 -1.38297230862135107e-01
11 -1.200000 -1.38297230862135107e-01
12 -1.200000 -1.38297230862135107e-01
13 -1.200000 -1.38297230862135051e-01
14 -1.200000 -1.38297230862135107e-01
15 -1.200000 -1.38297230862135107e-01
16 -1.200000 -1.38297230862135107e-01
17 -1.200000 -1.38297230862135051e-01
18 -1.200000 -1.38297230862135051e-01
19 -1.200000 -1.38297230862135107e-01
20 -1.200000 -1.38297230862135051e-01
1 -1.100000 -1.49418953825489143e-01
2 -1.100000 -1.49418953825489143e-01
3 -1.100000 -1.49418953825489143e-01
4 -1.100000 -1.49418953825489143e-01
5 -1.100000 -1.49418953825489143e-01
6 -1.100000 -1.49418953825489143e-01
7 -1.100000 -1.49418953825489143e-01
8 -1.100000 -1.49418953825489143e-01
9 -1.100000 -1.49418953825489087e-01
10 -1.100000 -1.49418953825489143e-01
11 -1.100000 -1.49418953825489143e-01
12 -1.100000 -1.49418953825489087e-01
13 -1.100000 -1.49418953825489143e-01
14 -1.100000 -1.49418953825489115e-01
15 -1.100000 -1.49418953825489143e-01
16 -1.100000 -1.49418953825489143e-01
17 -1.100000 -1.49418953825489087e-01
18 -1.100000 -1.49418953825489087e-01
19 -1.100000 -1.49418953825489143e-01
20 -1.100000 -1.49418953825489115e-01
1 -1.000000 -1.58808009391723265e-01
2 -1.000000 -1.58808009391723265e-01
3 -1.000000 -1.58808009391723293e-01
4 -1.000000 -1.58808009391723237e-01
5 -1.000000 -1.58808009391723265e-01
6 -1.000000 -1.58808009391723320e-01
7 -1.000000 -1.58808009391723265e-01
8 -1.000000 -1.58808009391723293e-01
9 -1.000000 -1.58808009391723265e-01
10 -1.000000 -1.58808009391723265e-01
11 -1.000000 -1.58808009391723265e-01
12 -1.000000 -1.58808009391723320e-01
13 -1.000000 -1.58808009391723237e-01
14 -1.000000 -1.58808009391723237e-01
15 -1.000000 -1.58808009391723265e-01
16 -1.000000 -1.58808009391723265e-01
17 -1.000000 -1.58808009391723320e-01
18 -1.000000 -1.58808009391723237e-01
19 -1.000000 -1.58808009391723320e-01
20 -1.000000 -1.58808009391723265e-01
1 -0.900000 -1.65771511290279422e-01
2 -0.900000 -1.65771511290279422e-01
3 -0.900000 -1.65771511290279450e-01
4 -0.900000 -1.65771511290279450e-01
5 -0.900000 -1.65771511290279450e-01
6 -0.900000 -1.65771511290279422e-01
7 -0.900000 -1.65771511290279450e-01
8 -0.900000 -1.65771511290279422e-01
9 -0.900000 -1.65771511290279394e-01
10 -0.900000 -1.65771511290279422e-01
11 -0.900000 -1.65771511290279422e-01
12 -0.900000 -1.65771511290279422e-01
13 -0.900000 -1.65771511290279422e-01
14 -0.900000 -1.65771511290279422e-01
15 -0.900000 -1.65771511290279422e-01
16 -0.900000 -1.65771511290279450e-01
17 -0.900000 -1.65771511290279450e-01
18 -0.900000 -1.65771511290279422e-01
19 -0.900000 -1.65771511290279450e-01
20 -0.900000 -1.65771511290279450e-01
1 -0.800000 -1.69568308563551928e-01
2 -0.800000 -1.69568308563551901e-01
3 -0.800000 -1.69568308563551901e-01
4 -0.800000 -1.69568308563551901e-01
5 -0.800000 -1.69568308563551873e-01
6 -0.800000 -1.69568308563551873e-01
7 -0.800000 -1.69568308563551873e-01
8 -0.800000 -1.69568308563551873e-01
9 -0.800000 -1.69568308563551901e-01
10 -0.800000 -1.69568308563551873e-01
11 -0.800000 -1.69568308563551901e-01
12 -0.800000 -1.69568308563551873e-01
13 -0.800000 -1.69568308563551928e-01
14 -0.800000 -1.69568308563551873e-01
15 -0.800000 -1.69568308563551928e-01
16 -0.800000 -1.69568308563551901e-01
17 -0.800000 -1.69568308563551928e-01
18 -0.800000 -1.69568308563551845e-01
19 -0.800000 -1.69568308563551873e-01
20 -0.800000 -1.69568308563551928e-01
1 -0.700000 -1.69429865294883242e-01
2 -0.700000 -1.69429865294883242e-01
3 -0.700000 -1.69429865294883242e-01
4 -0.700000 -1.69429865294883270e-01
5 -0.700000 -1.69429865294883242e-01
6 -0.700000 -1.69429865294883214e-01
