i x0 x1 x2 result
7 -7.000000 -7.000000 0.0 0.000910
8 -7.000000 -7.000000 0.0 0.000910
9 -7.000000 -7.000000 0.0 0.000910
10 -7.000000 -7.000000 0.0 0.000910
1 -7.000000 -6.800000 0.0 0.000910
2 -7.000000 -6.800000 0.0 0.000910
3 -7.000000 -6.800000 0.0 0.000910
4 -7.000000 -6.800000 0.0 0.000910
5 -7.000000 -6.800000 0.0 0.000910
6 -7.000000 -6.800000 0.0 0.000910
7 -7.000000 -6.800000 0.0 0.000910
8 -7.000000 -6.800000 0.0 0.000910
9 -7.000000 -6.800000 0.0 0.000910
10 -7.000000 -6.800000 0.0 0.000910
1 -7.000000 -6.600000 0.0 0.000910
2 -7.000000 -6.600000 0.0 0.000910
3 -7.000000 -6.600000 0.0 0.000910
4 -7.000000 -6.600000 0.0 0.000910
5 -7.000000 -6.600000 0.0 0.000910
6 -7.000000 -6.600000 0.0 0.000910
7 -7.000000 -6.600000 0.0 0.000910
8 -7.000000 -6.600000 0.0 0.000910
9 -7.000000 -6.600000 0.0 0.000910
10 -7.000000 -6.600000 0.0 0.000910
1 -7.000000 -6.400000 0.0 0.000910
2 -7.000000 -6.400000 0.0 0.000910
3 -7.000000 -6.400000 0.0 0.000910
4 -7.000000 -6.400000 0.0 0.000910
5 -7.000000 -6.400000 0.0 0.000910
6 -7.000000 -6.400000 0.0 0.000910
7 -7.000000 -6.400000 0.0 0.000910
8 -7.000000 -6.400000 0.0 0.000910
9 -7.000000 -6.400000 0.0 0.000910
10 -7.000000 -6.400000 0.0 0.000910
1 -7.000000 -6.200000 0.0 0.000909
2 -7.000000 -6.200000 0.0 0.000909
3 -7.000000 -6.200000 0.0 0.000909
4 -7.000000 -6.200000 0.0 0.000909
5 -7.000000 -6.200000 0.0 0.000909
6 -7.000000 -6.200000 0.0 0.000909
7 -7.000000 -6.200000 0.0 0.000909
8 -7.000000 -6.200000 0.0 0.000909
9 -7.000000 -6.200000 0.0 0.000909
10 -7.000000 -6.200000 0.0 0.000909
1 -7.000000 -6.000000 0.0 0.000909
2 -7.000000 -6.000000 0.0 0.000909
3 -7.000000 -6.000000 0.0 0.000909
4 -7.000000 -6.000000 0.0 0.000909
5 -7.000000 -6.000000 0.0 0.000909
6 -7.000000 -6.000000 0.0 0.000909
7 -7.000000 -6.000000 0.0 0.000909
8 -7.000000 -6.000000 0.0 0.000909
9 -7.000000 -6.000000 0.0 0.000909
10 -7.000000 -6.000000 0.0 0.000909
1 -7.000000 -5.800000 0.0 0.000908
2 -7.000000 -5.800000 0.0 0.000908
3 -7.000000 -5.800000 0.0 0.000908
4 -7.000000 -5.800000 0.0 0.000908
5 -7.000000 -5.800000 0.0 0.000908
6 -7.000000 -5.800000 0.0 0.000908
7 -7.000000 -5.800000 0.0 0.000908
8 -7.000000 -5.800000 0.0 0.000908
9 -7.000000 -5.800000 0.0 0.000908
10 -7.000000 -5.800000 0.0 0.000908
1 -7.000000 -5.600000 0.0 0.000908
2 -7.000000 -5.600000 0.0 0.000908
3 -7.000000 -5.600000 0.0 0.000908
4 -7.000000 -5.600000 0.0 0.000908
5 -7.000000 -5.600000 0.0 0.000908
6 -7.000000 -5.600000 0.0 0.000908
7 -7.000000 -5.600000 0.0 0.000908
8 -7.000000 -5.600000 0.0 0.000908
9 -7.000000 -5.600000 0.0 0.000908
10 -7.000000 -5.600000 0.0 0.000908
1 -7.000000 -5.400000 0.0 0.000907
2 -7.000000 -5.400000 0.0 0.000907
3 -7.000000 -5.400000 0.0 0.000907
4 -7.000000 -5.400000 0.0 0.000907
5 -7.000000 -5.400000 0.0 0.000907
6 -7.000000 -5.400000 0.0 0.000907
7 -7.000000 -5.400000 0.0 0.000907
8 -7.000000 -5.400000 0.0 0.000907
9 -7.000000 -5.400000 0.0 0.000907
10 -7.000000 -5.400000 0.0 0.000907
1 -7.000000 -5.200000 0.0 0.000906
2 -7.000000 -5.200000 0.0 0.000906
3 -7.000000 -5.200000 0.0 0.000906
4 -7.000000 -5.200000 0.0 0.000906
5 -7.000000 -5.200000 0.0 0.000906
6 -7.000000 -5.200000 0.0 0.000906
7 -7.000000 -5.200000 0.0 0.000906
8 -7.000000 -5.200000 0.0 0.000906
9 -7.000000 -5.200000 0.0 0.000906
10 -7.000000 -5.200000 0.0 0.000906
1 -7.000000 -5.000000 0.0 0.000905
2 -7.000000 -5.000000 0.0 0.000905
3 -7.000000 -5.000000 0.0 0.000905
4 -7.000000 -5.000000 0.0 0.000905
5 -7.000000 -5.000000 0.0 0.000905
6 -7.000000 -5.000000 0.0 0.000905
7 -7.000000 -5.000000 0.0 0.000905
8 -7.000000 -5.000000 0.0 0.000905
9 -7.000000 -5.000000 0.0 0.000905
10 -7.000000 -5.000000 0.0 0.000905
1 -7.000000 -4.800000 0.0 0.000904
2 -7.000000 -4.800000 0.0 0.000904
3 -7.000000 -4.800000 0.0 0.000904
4 -7.000000 -4.800000 0.0 0.000904
5 -7.000000 -4.800000 0.0 0.000904
6 -7.000000 -4.800000 0.0 0.000904
7 -7.000000 -4.800000 0.0 0.000904
8 -7.000000 -4.800000 0.0 0.000904
9 -7.000000 -4.800000 0.0 0.000904
10 -7.000000 -4.800000 0.0 0.000904
1 -7.000000 -4.600000 0.0 0.000902
2 -7.000000 -4.600000 0.0 0.000902
3 -7.000000 -4.600000 0.0 0.000902
4 -7.000000 -4.600000 0.0 0.000902
5 -7.000000 -4.600000 0.0 0.000902
6 -7.000000 -4.600000 0.0 0.000902
7 -7.000000 -4.600000 0.0 0.000902
8 -7.000000 -4.600000 0.0 0.000902
9 -7.000000 -4.600000 0.0 0.000902
10 -7.000000 -4.600000 0.0 0.000902
1 -7.000000 -4.400000 0.0 0.000900
2 -7.000000 -4.400000 0.0 0.000900
3 -7.000000 -4.400000 0.0 0.000900
4 -7.000000 -4.400000 0.0 0.000900
5 -7.000000 -4.400000 0.0 0.000900
6 -7.000000 -4.400000 0.0 0.000900
7 -7.000000 -4.400000 0.0 0.000900
8 -7.000000 -4.400000 0.0 0.000900
9 -7.000000 -4.400000 0.0 0.000900
10 -7.000000 -4.400000 0.0 0.000900
1 -7.000000 -4.200000 0.0 0.000898
2 -7.000000 -4.200000 0.0 0.000898
3 -7.000000 -4.200000 0.0 0.000898
4 -7.000000 -4.200000 0.0 0.000898
5 -7.000000 -4.200000 0.0 0.000898
6 -7.000000 -4.200000 0.0 0.000898
7 -7.000000 -4.200000 0.0 0.000898
8 -7.000000 -4.200000 0.0 0.000898
9 -7.000000 -4.200000 0.0 0.000898
10 -7.000000 -4.200000 0.0 0.000898
1 -7.000000 -4.000000 0.0 0.000895
2 -7.000000 -4.000000 0.0 0.000895
3 -7.000000 -4.000000 0.0 0.000895
4 -7.000000 -4.000000 0.0 0.000895
5 -7.000000 -4.000000 0.0 0.000895
6 -7.000000 -4.000000 0.0 0.000895
7 -7.000000 -4.000000 0.0 0.000895
8 -7.000000 -4.000000 0.0 0.000895
9 -7.000000 -4.000000 0.0 0.000895
10 -7.000000 -4.000000 0.0 0.000895
1 -7.000000 -3.800000 0.0 0.000891
2 -7.000000 -3.800000 0.0 0.000891
3 -7.000000 -3.800000 0.0 0.000891
4 -7.000000 -3.800000 0.0 0.000891
5 -7.000000 -3.800000 0.0 0.000891
6 -7.000000 -3.800000 0.0 0.000891
7 -7.000000 -3.800000 0.0 0.000891
8 -7.000000 -3.800000 0.0 0.000891
9 -7.000000 -3.800000 0.0 0.000891
10 -7.000000 -3.800000 0.0 0.000891
1 -7.000000 -3.600000 0.0 0.000887
2 -7.000000 -3.600000 0.0 0.000887
3 -7.000000 -3.600000 0.0 0.000887
4 -7.000000 -3.600000 0.0 0.000887
5 -7.000000 -3.600000 0.0 0.000887
6 -7.000000 -3.600000 0.0 0.000887
7 -7.000000 -3.600000 0.0 0.000887
8 -7.000000 -3.600000 0.0 0.000887
9 -7.000000 -3.600000 0.0 0.000887
10 -7.000000 -3.600000 0.0 0.000887
1 -7.000000 -3.400000 0.0 0.000882
2 -7.000000 -3.400000 0.0 0.000882
3 -7.000000 -3.400000 0.0 0.000882
4 -7.000000 -3.400000 0.0 0.000882
5 -7.000000 -3.400000 0.0 0.000882
6 -7.000000 -3.400000 0.0 0.000882
7 -7.000000 -3.400000 0.0 0.000882
8 -7.000000 -3.400000 0.0 0.000882
9 -7.000000 -3.400000 0.0 0.000882
10 -7.000000 -3.400000 0.0 0.000882
1 -7.000000 -3.200000 0.0 0.000875
2 -7.000000 -3.200000 0.0 0.000875
3 -7.000000 -3.200000 0.0 0.000875
4 -7.000000 -3.200000 0.0 0.000875
5 -7.000000 -3.200000 0.0 0.000875
6 -7.000000 -3.200000 0.0 0.000875
7 -7.000000 -3.200000 0.0 0.000875
8 -7.000000 -3.200000 0.0 0.000875
9 -7.000000 -3.200000 0.0 0.000875
10 -7.000000 -3.200000 0.0 0.000875
1 -7.000000 -3.000000 0.0 0.000868
2 -7.000000 -3.000000 0.0 0.000868
3 -7.000000 -3.000000 0.0 0.000868
4 -7.000000 -3.000000 0.0 0.000868
5 -7.000000 -3.000000 0.0 0.000868
6 -7.000000 -3.000000 0.0 0.000868
7 -7.000000 -3.000000 0.0 0.000868
8 -7.000000 -3.000000 0.0 0.000868
9 -7.000000 -3.000000 0.0 0.000868
10 -7.000000 -3.000000 0.0 0.000868
1 -7.000000 -2.800000 0.0 0.000859
2 -7.000000 -2.800000 0.0 0.000859
3 -7.000000 -2.800000 0.0 0.000859
4 -7.000000 -2.800000 0.0 0.000859
5 -7.000000 -2.800000 0.0 0.000859
6 -7.000000 -2.800000 0.0 0.000859
7 -7.000000 -2.800000 0.0 0.000859
8 -7.000000 -2.800000 0.0 0.000859
9 -7.000000 -2.800000 0.0 0.000859
10 -7.000000 -2.800000 0.0 0.000859
1 -7.000000 -2.600000 0.0 0.000848
2 -7.000000 -2.600000 0.0 0.000848
3 -7.000000 -2.600000 0.0 0.000848
4 -7.000000 -2.600000 0.0 0.000848
5 -7.000000 -2.600000 0.0 0.000848
6 -7.000000 -2.600000 0.0 0.000848
7 -7.000000 -2.600000 0.0 0.000848
8 -7.000000 -2.600000 0.0 0.000848
9 -7.000000 -2.600000 0.0 0.000848
10 -7.000000 -2.600000 0.0 0.000848
1 -7.000000 -2.400000 0.0 0.000835
2 -7.000000 -2.400000 0.0 0.000835
3 -7.000000 -2.400000 0.0 0.000835
4 -7.000000 -2.400000 0.0 0.000835
5 -7.000000 -2.400000 0.0 0.000835
6 -7.000000 -2.400000 0.0 0.000835
7 -7.000000 -2.400000 0.0 0.000835
8 -7.000000 -2.400000 0.0 0.000835
9 -7.000000 -2.400000 0.0 0.000835
10 -7.000000 -2.400000 0.0 0.000835
1 -7.000000 -2.200000 0.0 0.000820
2 -7.000000 -2.200000 0.0 0.000820
3 -7.000000 -2.200000 0.0 0.000820
4 -7.000000 -2.200000 0.0 0.000820
5 -7.000000 -2.200000 0.0 0.000820
6 -7.000000 -2.200000 0.0 0.000820
7 -7.000000 -2.200000 0.0 0.000820
8 -7.000000 -2.200000 0.0 0.000820
9 -7.000000 -2.200000 0.0 0.000820
10 -7.000000 -2.200000 0.0 0.000820
1 -7.000000 -2.000000 0.0 0.000803
2 -7.000000 -2.000000 0.0 0.000803
3 -7.000000 -2.000000 0.0 0.000803
4 -7.000000 -2.000000 0.0 0.000803
5 -7.000000 -2.000000 0.0 0.000803
6 -7.000000 -2.000000 0.0 0.000803
7 -7.000000 -2.000000 0.0 0.000803
8 -7.000000 -2.000000 0.0 0.000803
9 -7.000000 -2.000000 0.0 0.000803
10 -7.000000 -2.000000 0.0 0.000803
1 -7.000000 -1.800000 0.0 0.000782
2 -7.000000 -1.800000 0.0 0.000782
3 -7.000000 -1.800000 0.0 0.000782
4 -7.000000 -1.800000 0.0 0.000782
5 -7.000000 -1.800000 0.0 0.000782
6 -7.000000 -1.800000 0.0 0.000782
7 -7.000000 -1.800000 0.0 0.000782
8 -7.000000 -1.800000 0.0 0.000782
9 -7.000000 -1.800000 0.0 0.000782
10 -7.000000 -1.800000 0.0 0.000782
1 -7.000000 -1.600000 0.0 0.000758
2 -7.000000 -1.600000 0.0 0.000758
3 -7.000000 -1.600000 0.0 0.000758
4 -7.000000 -1.600000 0.0 0.000758
5 -7.000000 -1.600000 0.0 0.000758
6 -7.000000 -1.600000 0.0 0.000758
7 -7.000000 -1.600000 0.0 0.000758
8 -7.000000 -1.600000 0.0 0.000758
9 -7.000000 -1.600000 0.0 0.000758
10 -7.000000 -1.600000 0.0 0.000758
1 -7.000000 -1.400000 0.0 0.000731
2 -7.000000 -1.400000 0.0 0.000731
3 -7.000000 -1.400000 0.0 0.000731
4 -7.000000 -1.400000 0.0 0.000731
5 -7.000000 -1.400000 0.0 0.000731
6 -7.000000 -1.400000 0.0 0.000731
7 -7.000000 -1.400000 0.0 0.000731
8 -7.000000 -1.400000 0.0 0.000731
9 -7.000000 -1.400000 0.0 0.000731
10 -7.000000 -1.400000 0.0 0.000731
1 -7.000000 -1.200000 0.0 0.000700
2 -7.000000 -1.200000 0.0 0.000700
3 -7.000000 -1.200000 0.0 0.000700
4 -7.000000 -1.200000 0.0 0.000700
5 -7.000000 -1.200000 0.0 0.000700
6 -7.000000 -1.200000 0.0 0.000700
7 -7.000000 -1.200000 0.0 0.000700
8 -7.000000 -1.200000 0.0 0.000700
9 -7.000000 -1.200000 0.0 0.000700
10 -7.000000 -1.200000 0.0 0.000700
1 -7.000000 -1.000000 0.0 0.000666
2 -7.000000 -1.000000 0.0 0.000666
3 -7.000000 -1.000000 0.0 0.000666
4 -7.000000 -1.000000 0.0 0.000666
5 -7.000000 -1.000000 0.0 0.000666
6 -7.000000 -1.000000 0.0 0.000666
7 -7.000000 -1.000000 0.0 0.000666
8 -7.000000 -1.000000 0.0 0.000666
9 -7.000000 -1.000000 0.0 0.000666
10 -7.000000 -1.000000 0.0 0.000666
1 -7.000000 -0.800000 0.0 0.000629
2 -7.000000 -0.800000 0.0 0.000629
3 -7.000000 -0.800000 0.0 0.000629
4 -7.000000 -0.800000 0.0 0.000629
5 -7.000000 -0.800000 0.0 0.000629
6 -7.000000 -0.800000 0.0 0.000629
7 -7.000000 -0.800000 0.0 0.000629
8 -7.000000 -0.800000 0.0 0.000629
9 -7.000000 -0.800000 0.0 0.000629
10 -7.000000 -0.800000 0.0 0.000629
1 -7.000000 -0.600000 0.0 0.000588
2 -7.000000 -0.600000 0.0 0.000588
3 -7.000000 -0.600000 0.0 0.000588
4 -7.000000 -0.600000 0.0 0.000588
5 -7.000000 -0.600000 0.0 0.000588
6 -7.000000 -0.600000 0.0 0.000588
7 -7.000000 -0.600000 0.0 0.000588
8 -7.000000 -0.600000 0.0 0.000588
9 -7.000000 -0.600000 0.0 0.000588
10 -7.000000 -0.600000 0.0 0.000588
1 -7.000000 -0.400000 0.0 0.000546
2 -7.000000 -0.400000 0.0 0.000546
3 -7.000000 -0.400000 0.0 0.000546
4 -7.000000 -0.400000 0.0 0.000546
5 -7.000000 -0.400000 0.0 0.000546
6 -7.000000 -0.400000 0.0 0.000546
7 -7.000000 -0.400000 0.0 0.000546
8 -7.000000 -0.400000 0.0 0.000546
9 -7.000000 -0.400000 0.0 0.000546
10 -7.000000 -0.400000 0.0 0.000546
1 -7.000000 -0.200000 0.0 0.000501
2 -7.000000 -0.200000 0.0 0.000501
3 -7.000000 -0.200000 0.0 0.000501
4 -7.000000 -0.200000 0.0 0.000501
5 -7.000000 -0.200000 0.0 0.000501
6 -7.000000 -0.200000 0.0 0.000501
7 -7.000000 -0.200000 0.0 0.000501
8 -7.000000 -0.200000 0.0 0.000501
9 -7.000000 -0.200000 0.0 0.000501
10 -7.000000 -0.200000 0.0 0.000501
1 -7.000000 -0.000000 0.0 0.000456
2 -7.000000 -0.000000 0.0 0.000456
3 -7.000000 -0.000000 0.0 0.000456
4 -7.000000 -0.000000 0.0 0.000456
5 -7.000000 -0.000000 0.0 0.000456
6 -7.000000 -0.000000 0.0 0.000456
7 -7.000000 -0.000000 0.0 0.000456
8 -7.000000 -0.000000 0.0 0.000456
9 -7.000000 -0.000000 0.0 0.000456
10 -7.000000 -0.000000 0.0 0.000456
1 -7.000000 0.200000 0.0 0.000410
2 -7.000000 0.200000 0.0 0.000410
3 -7.000000 0.200000 0.0 0.000410
4 -7.000000 0.200000 0.0 0.000410
5 -7.000000 0.200000 0.0 0.000410
6 -7.000000 0.200000 0.0 0.000410
7 -7.000000 0.200000 0.0 0.000410
8 -7.000000 0.200000 0.0 0.000410
9 -7.000000 0.200000 0.0 0.000410
10 -7.000000 0.200000 0.0 0.000410
1 -7.000000 0.400000 0.0 0.000366
2 -7.000000 0.400000 0.0 0.000366
3 -7.000000 0.400000 0.0 0.000366
4 -7.000000 0.400000 0.0 0.000366
5 -7.000000 0.400000 0.0 0.000366
6 -7.000000 0.400000 0.0 0.000366
7 -7.000000 0.400000 0.0 0.000366
8 -7.000000 0.400000 0.0 0.000366
9 -7.000000 0.400000 0.0 0.000366
10 -7.000000 0.400000 0.0 0.000366
1 -7.000000 0.600000 0.0 0.000323
2 -7.000000 0.600000 0.0 0.000323
3 -7.000000 0.600000 0.0 0.000323
4 -7.000000 0.600000 0.0 0.000323
5 -7.000000 0.600000 0.0 0.000323
6 -7.000000 0.600000 0.0 0.000323
7 -7.000000 0.600000 0.0 0.000323
8 -7.000000 0.600000 0.0 0.000323
9 -7.000000 0.600000 0.0 0.000323
10 -7.000000 0.600000 0.0 0.000323
1 -7.000000 0.800000 0.0 0.000283
2 -7.000000 0.800000 0.0 0.000283
3 -7.000000 0.800000 0.0 0.000283
4 -7.000000 0.800000 0.0 0.000283
5 -7.000000 0.800000 0.0 0.000283
6 -7.000000 0.800000 0.0 0.000283
7 -7.000000 0.800000 0.0 0.000283
8 -7.000000 0.800000 0.0 0.000283
9 -7.000000 0.800000 0.0 0.000283
10 -7.000000 0.800000 0.0 0.000283
1 -7.000000 1.000000 0.0 0.000245
2 -7.000000 1.000000 0.0 0.000245
3 -7.000000 1.000000 0.0 0.000245
4 -7.000000 1.000000 0.0 0.000245
5 -7.000000 1.000000 0.0 0.000245
6 -7.000000 1.000000 0.0 0.000245
7 -7.000000 1.000000 0.0 0.000245
8 -7.000000 1.000000 0.0 0.000245
9 -7.000000 1.000000 0.0 0.000245
10 -7.000000 1.000000 0.0 0.000245
1 -7.000000 1.200000 0.0 0.000211
2 -7.000000 1.200000 0.0 0.000211
3 -7.000000 1.200000 0.0 0.000211
4 -7.000000 1.200000 0.0 0.000211
5 -7.000000 1.200000 0.0 0.000211
6 -7.000000 1.200000 0.0 0.000211
7 -7.000000 1.200000 0.0 0.000211
8 -7.000000 1.200000 0.0 0.000211
9 -7.000000 1.200000 0.0 0.000211
10 -7.000000 1.200000 0.0 0.000211
1 -7.000000 1.400000 0.0 0.000180
2 -7.000000 1.400000 0.0 0.000180
3 -7.000000 1.400000 0.0 0.000180
4 -7.000000 1.400000 0.0 0.000180
5 -7.000000 1.400000 0.0 0.000180
6 -7.000000 1.400000 0.0 0.000180
7 -7.000000 1.400000 0.0 0.000180
8 -7.000000 1.400000 0.0 0.000180
9 -7.000000 1.400000 0.0 0.000180
10 -7.000000 1.400000 0.0 0.000180
1 -7.000000 1.600000 0.0 0.000153
2 -7.000000 1.600000 0.0 0.000153
3 -7.000000 1.600000 0.0 0.000153
4 -7.000000 1.600000 0.0 0.000153
5 -7.000000 1.600000 0.0 0.000153
6 -7.000000 1.600000 0.0 0.000153
7 -7.000000 1.600000 0.0 0.000153
8 -7.000000 1.600000 0.0 0.000153
9 -7.000000 1.600000 0.0 0.000153
10 -7.000000 1.600000 0.0 0.000153
1 -7.000000 1.800000 0.0 0.000129
2 -7.000000 1.800000 0.0 0.000129
3 -7.000000 1.800000 0.0 0.000129
4 -7.000000 1.800000 0.0 0.000129
5 -7.000000 1.800000 0.0 0.000129
6 -7.000000 1.800000 0.0 0.000129
7 -7.000000 1.800000 0.0 0.000129
8 -7.000000 1.800000 0.0 0.000129
9 -7.000000 1.800000 0.0 0.000129
10 -7.000000 1.800000 0.0 0.000129
1 -7.000000 2.000000 0.0 0.000109
2 -7.000000 2.000000 0.0 0.000109
3 -7.000000 2.000000 0.0 0.000109
4 -7.000000 2.000000 0.0 0.000109
5 -7.000000 2.000000 0.0 0.000109
6 -7.000000 2.000000 0.0 0.000109
7 -7.000000 2.000000 0.0 0.000109
8 -7.000000 2.000000 0.0 0.000109
9 -7.000000 2.000000 0.0 0.000109
10 -7.000000 2.000000 0.0 0.000109
1 -7.000000 2.200000 0.0 0.000091
2 -7.000000 2.200000 0.0 0.000091
3 -7.000000 2.200000 0.0 0.000091
4 -7.000000 2.200000 0.0 0.000091
5 -7.000000 2.200000 0.0 0.000091
6 -7.000000 2.200000 0.0 0.000091
7 -7.000000 2.200000 0.0 0.000091
8 -7.000000 2.200000 0.0 0.000091
9 -7.000000 2.200000 0.0 0.000091
10 -7.000000 2.200000 0.0 0.000091
1 -7.000000 2.400000 0.0 0.000076
2 -7.000000 2.400000 0.0 0.000076
3 -7.000000 2.400000 0.0 0.000076
4 -7.000000 2.400000 0.0 0.000076
5 -7.000000 2.400000 0.0 0.000076
6 -7.000000 2.400000 0.0 0.000076
7 -7.000000 2.400000 0.0 0.000076
8 -7.000000 2.400000 0.0 0.000076
9 -7.000000 2.400000 0.0 0.000076
10 -7.000000 2.400000 0.0 0.000076
1 -7.000000 2.600000 0.0 0.000063
2 -7.000000 2.600000 0.0 0.000063
3 -7.000000 2.600000 0.0 0.000063
4 -7.000000 2.600000 0.0 0.000063
5 -7.000000 2.600000 0.0 0.000063
6 -7.000000 2.600000 0.0 0.000063
7 -7.000000 2.600000 0.0 0.000063
8 -7.000000 2.600000 0.0 0.000063
9 -7.000000 2.600000 0.0 0.000063
10 -7.000000 2.600000 0.0 0.000063
1 -7.000000 2.800000 0.0 0.000052
2 -7.000000 2.800000 0.0 0.000052
3 -7.000000 2.800000 0.0 0.000052
4 -7.000000 2.800000 0.0 0.000052
5 -7.000000 2.800000 0.0 0.000052
6 -7.000000 2.800000 0.0 0.000052
7 -7.000000 2.800000 0.0 0.000052
8 -7.000000 2.800000 0.0 0.000052
9 -7.000000 2.800000 0.0 0.000052
10 -7.000000 2.800000 0.0 0.000052
1 -7.000000 3.000000 0.0 0.000043
2 -7.000000 3.000000 0.0 0.000043
3 -7.000000 3.000000 0.0 0.000043
4 -7.000000 3.000000 0.0 0.000043
5 -7.000000 3.000000 0.0 0.000043
6 -7.000000 3.000000 0.0 0.000043
7 -7.000000 3.000000 0.0 0.000043
8 -7.000000 3.000000 0.0 0.000043
9 -7.000000 3.000000 0.0 0.000043
10 -7.000000 3.000000 0.0 0.000043
1 -7.000000 3.200000 0.0 0.000036
2 -7.000000 3.200000 0.0 0.000036
3 -7.000000 3.200000 0.0 0.000036
4 -7.000000 3.200000 0.0 0.000036
5 -7.000000 3.200000 0.0 0.000036
6 -7.000000 3.200000 0.0 0.000036
7 -7.000000 3.200000 0.0 0.000036
8 -7.000000 3.200000 0.0 0.000036
9 -7.000000 3.200000 0.0 0.000036
10 -7.000000 3.200000 0.0 0.000036
1 -7.000000 3.400000 0.0 0.000029
2 -7.000000 3.400000 0.0 0.000029
3 -7.000000 3.400000 0.0 0.000029
4 -7.000000 3.400000 0.0 0.000029
5 -7.000000 3.400000 0.0 0.000029
6 -7.000000 3.400000 0.0 0.000029
7 -7.000000 3.400000 0.0 0.000029
8 -7.000000 3.400000 0.0 0.000029
9 -7.000000 3.400000 0.0 0.000029
10 -7.000000 3.400000 0.0 0.000029
1 -7.000000 3.600000 0.0 0.000024
2 -7.000000 3.600000 0.0 0.000024
3 -7.000000 3.600000 0.0 0.000024
4 -7.000000 3.600000 0.0 0.000024
5 -7.000000 3.600000 0.0 0.000024
6 -7.000000 3.600000 0.0 0.000024
7 -7.000000 3.600000 0.0 0.000024
8 -7.000000 3.600000 0.0 0.000024
9 -7.000000 3.600000 0.0 0.000024
10 -7.000000 3.600000 0.0 0.000024
1 -7.000000 3.800000 0.0 0.000020
2 -7.000000 3.800000 0.0 0.000020
3 -7.000000 3.800000 0.0 0.000020
4 -7.000000 3.800000 0.0 0.000020
5 -7.000000 3.800000 0.0 0.000020
6 -7.000000 3.800000 0.0 0.000020
7 -7.000000 3.800000 0.0 0.000020
8 -7.000000 3.800000 0.0 0.000020
9 -7.000000 3.800000 0.0 0.000020
10 -7.000000 3.800000 0.0 0.000020
1 -7.000000 4.000000 0.0 0.000016
2 -7.000000 4.000000 0.0 0.000016
3 -7.000000 4.000000 0.0 0.000016
4 -7.000000 4.000000 0.0 0.000016
5 -7.000000 4.000000 0.0 0.000016
6 -7.000000 4.000000 0.0 0.000016
7 -7.000000 4.000000 0.0 0.000016
8 -7.000000 4.000000 0.0 0.000016
9 -7.000000 4.000000 0.0 0.000016
10 -7.000000 4.000000 0.0 0.000016
1 -7.000000 4.200000 0.0 0.000013
2 -7.000000 4.200000 0.0 0.000013
3 -7.000000 4.200000 0.0 0.000013
4 -7.000000 4.200000 0.0 0.000013
5 -7.000000 4.200000 0.0 0.000013
6 -7.000000 4.200000 0.0 0.000013
7 -7.000000 4.200000 0.0 0.000013
8 -7.000000 4.200000 0.0 0.000013
9 -7.000000 4.200000 0.0 0.000013
10 -7.000000 4.200000 0.0 0.000013
1 -7.000000 4.400000 0.0 0.000011
2 -7.000000 4.400000 0.0 0.000011
3 -7.000000 4.400000 0.0 0.000011
4 -7.000000 4.400000 0.0 0.000011
5 -7.000000 4.400000 0.0 0.000011
6 -7.000000 4.400000 0.0 0.000011
7 -7.000000 4.400000 0.0 0.000011
8 -7.000000 4.400000 0.0 0.000011
9 -7.000000 4.400000 0.0 0.000011
10 -7.000000 4.400000 0.0 0.000011
1 -7.000000 4.600000 0.0 0.000009
2 -7.000000 4.600000 0.0 0.000009
3 -7.000000 4.600000 0.0 0.000009
4 -7.000000 4.600000 0.0 0.000009
5 -7.000000 4.600000 0.0 0.000009
6 -7.000000 4.600000 0.0 0.000009
7 -7.000000 4.600000 0.0 0.000009
8 -7.000000 4.600000 0.0 0.000009
9 -7.000000 4.600000 0.0 0.000009
10 -7.000000 4.600000 0.0 0.000009
1 -7.000000 4.800000 0.0 0.000007
2 -7.000000 4.800000 0.0 0.000007
3 -7.000000 4.800000 0.0 0.000007
4 -7.000000 4.800000 0.0 0.000007
5 -7.000000 4.800000 0.0 0.000007
6 -7.000000 4.800000 0.0 0.000007
7 -7.000000 4.800000 0.0 0.000007
8 -7.000000 4.800000 0.0 0.000007
9 -7.000000 4.800000 0.0 0.000007
10 -7.000000 4.800000 0.0 0.000007
1 -7.000000 5.000000 0.0 0.000006
2 -7.000000 5.000000 0.0 0.000006
3 -7.000000 5.000000 0.0 0.000006
4 -7.000000 5.000000 0.0 0.000006
5 -7.000000 5.000000 0.0 0.000006
6 -7.000000 5.000000 0.0 0.000006
7 -7.000000 5.000000 0.0 0.000006
8 -7.000000 5.000000 0.0 0.000006
9 -7.000000 5.000000 0.0 0.000006
10 -7.000000 5.000000 0.0 0.000006
1 -7.000000 5.200000 0.0 0.000005
2 -7.000000 5.200000 0.0 0.000005
3 -7.000000 5.200000 0.0 0.000005
4 -7.000000 5.200000 0.0 0.000005
5 -7.000000 5.200000 0.0 0.000005
6 -7.000000 5.200000 0.0 0.000005
7 -7.000000 5.200000 0.0 0.000005
8 -7.000000 5.200000 0.0 0.000005
9 -7.000000 5.200000 0.0 0.000005
10 -7.000000 5.200000 0.0 0.000005
1 -7.000000 5.400000 0.0 0.000004
2 -7.000000 5.400000 0.0 0.000004
3 -7.000000 5.400000 0.0 0.000004
4 -7.000000 5.400000 0.0 0.000004
5 -7.000000 5.400000 0.0 0.000004
