x,mean,std_dev,significant_digits,ulp_error
-10.0,-20.0,1.411705266887655e-15,16.151285960651663,0.0
-9.9,-19.800000000000004,3.4579575710743e-15,15.75784553005739,0.0
-9.8,-19.600000000000005,3.552713678800501e-15,15.741695863227573,0.0
-9.7,-19.399999999999995,3.4579575710743e-15,15.748982069726084,0.0
-9.6,-19.199999999999996,3.3605307085583907e-15,15.756893360361925,0.0
-9.5,-19.0,1.1526525236914334e-15,16.21705519546835,0.0
-9.4,-18.800000000000004,3.4579575710743e-15,15.735338189059538,0.0
-9.3,-18.600000000000005,3.645007325606123e-15,15.707814538733437,0.0
-9.2,-18.399999999999995,3.3605307085583907e-15,15.738409954667912,0.0
-9.1,-18.199999999999996,3.645007325606123e-15,15.698372982500596,0.0
-9.0,-18.0,8.150484158540002e-16,16.34408909745082,0.0
-8.9,-17.800000000000004,3.735021060704802e-15,15.678126947289446,0.0
-8.8,-17.600000000000005,4.155947776962434e-15,15.626842586176252,0.0
-8.7,-17.399999999999995,3.822915934740723e-15,15.658154500219009,0.0
-8.6,-17.199999999999996,3.822915934740723e-15,15.653133698843957,0.0
-8.5,-17.0,1.1526525236914334e-15,16.168750515893795,0.0
-8.4,-16.800000000000004,3.15666894095528e-15,15.726080244545534,0.0
-8.3,-16.600000000000005,4.752508104814543e-15,15.54318522186644,0.0
-8.2,-16.399999999999995,3.735021060704802e-15,15.64255079302825,0.0
-8.1,-16.199999999999996,3.3605307085583907e-15,15.683107146201007,0.0
-8.0,-16.0,1.2887046987053658e-15,16.09396657066742,0.0
-7.9,-15.800000000000002,2.077973888481217e-15,15.881017000980506,0.0
-7.8,-15.600000000000003,3.908834885778708e-15,15.601077272693177,0.0
-7.7,-15.399999999999995,5.527927308545338e-15,15.444958397343187,0.0
-7.6,-15.199999999999998,1.8225036628030615e-15,15.921175178124274,0.0
-7.5,-15.0,0.0,inf,0.0
-7.4,-14.800000000000002,1.7763568394002505e-15,15.920731502930035,0.0
-7.3,-14.6,1.411705266887655e-15,16.014608820772118,0.0
-7.2,-14.4,9.112518314015307e-16,16.198724077938735,0.0
-7.1,-14.199999999999998,1.8225036628030615e-15,15.89161993456256,0.0
-7.0,-14.0,5.763262618457167e-16,16.38545962585774,0.0
-6.9,-13.800000000000002,2.0376210396350003e-15,15.83075567007671,0.0
-6.8,-13.6,8.150484158540002e-16,16.22235550071773,0.0
-6.7,-13.4,8.150484158540002e-16,16.21592139071232,0.0
