x,mean,std_deviation,significant_digits
10000.0,80000.0,7.970412225479465e-12,15.954589770191001
10000.01,80000.08000000003,2.964450510257064e-11,15.431146216833485
10000.02,80000.15999999999,2.1337296200530808e-11,15.573951469525559
10000.03,80000.23999999999,1.626953582672133e-11,15.69171612727273
10000.04,80000.32000000002,1.8406878575731415e-11,15.638111576741757
10000.05,80000.39999999998,1.5262177449333127e-11,15.719475659783134
10000.06,80000.47999999998,1.380515893179856e-11,15.763051181934678
10000.07,80000.56000000001,1.7218058297584112e-11,15.66710885310688
10000.08,80000.63999999998,1.6591736131509796e-11,15.683201629083806
10000.09,80000.72,9.761721496032797e-12,15.913567482640342
10000.1,80000.80000000002,1.626953582672133e-11,15.691719167314343
10000.11,80000.88000000002,1.5605190557491163e-11,15.709825687931486
10000.12,80000.95999999999,1.380515893179856e-11,15.763053787678118
10000.13,80001.04000000001,1.4911275889549287e-11,15.729580827151866
10000.14,80001.12000000002,2.761031786359712e-11,15.46202466059181
10000.15,80001.2,7.275957614183426e-12,15.954589770191001
10000.16,80001.28,8.609029148792056e-12,15.954589770191001
10000.17,80001.36000000002,1.4911275889549287e-11,15.729582564303735
10000.18,80001.43999999999,1.7522826352494734e-11,15.659493647008098
10000.19,80001.51999999999,1.5262177449333127e-11,15.71948173983292
10000.2,80001.60000000002,1.6907797600466076e-11,15.675011632450545
10000.21,80001.67999999998,1.594082445095893e-11,15.700588327959814
10000.22,80001.76000000001,1.4183452505398547e-11,15.751317582624347
10000.23,80001.84000000001,1.7822383544867465e-11,15.652134190025642
10000.24,80001.91999999997,2.7224140552963518e-11,15.468146231662619
10000.25,80002.0,9.203439287865707e-12,15.939150692457618
10000.26,80002.08000000002,1.7822383544867465e-11,15.652135492877166
10000.27,80002.15999999999,1.4551915228366852e-11,15.74018155668798
10000.28,80002.24000000002,1.5262177449333127e-11,15.719485648391407
10000.29,80002.32000000002,1.925037439697619e-11,15.618663400909478
10000.3,80002.39999999998,1.4911275889549287e-11,15.729588209999326
10000.31,80002.47999999998,1.5605190557491163e-11,15.709834373638726
