x,mean,std_dev,significant_digits,ulp_error
-1.0,-4.0,4.991131836265129e-16,15.903860949811614,0.0
-0.99,-3.9599999999999986,1.3668777471022962e-15,15.461965512713315,0.0
-0.98,-3.9200000000000004,4.556259157007654e-16,15.934677648527922,0.0
-0.97,-3.879999999999999,9.112518314015307e-16,15.62919331143769,0.0
-0.96,-3.8400000000000007,9.112518314015307e-16,15.624692810211014,0.0
-0.95,-3.7999999999999994,4.075242079270001e-16,15.969630184628302,0.0
-0.94,-3.7600000000000002,5.763262618457167e-16,15.814519435107163,0.0
-0.93,-3.72,1.4408156546142918e-16,16.411934521389362,0.0
-0.92,-3.680000000000001,8.94002602889902e-16,15.614509035426732,0.0
-0.91,-3.6400000000000006,4.556259157007654e-16,15.90249296515652,0.0
-0.9,-3.6,1.7646315836095689e-16,16.309648452746913,0.0
-0.89,-3.560000000000001,8.213913007446715e-16,15.636899898990903,0.0
-0.88,-3.5200000000000005,4.668776325881002e-16,15.877339595450627,0.0
-0.87,-3.4800000000000004,5.194934721203042e-16,15.825999149300628,0.0
-0.86,-3.44,2.8816313092285836e-16,16.076920028415014,0.0
-0.85,-3.400000000000001,9.448060079985163e-16,15.556136270759927,0.0
-0.84,-3.3600000000000003,4.991131836265129e-16,15.828140235873496,0.0
-0.83,-3.3199999999999994,4.440892098500626e-16,15.873667862567077,0.0
-0.82,-3.28,0.0,inf,0.0
-0.81,-3.2400000000000007,4.2006633856979884e-16,15.887227128856932,0.0
-0.8,-3.2000000000000006,4.2006633856979884e-16,15.881832096970225,0.0
-0.79,-3.1600000000000006,4.2006633856979884e-16,15.876369201268723,0.0
-0.78,-3.1199999999999997,5.672496904716207e-16,15.740380326440762,0.0
-0.77,-3.0799999999999996,5.486462556459613e-16,15.749258296890421,0.0
-0.76,-3.04,2.278129578503827e-16,16.1252951607802,0.0
-0.75,-3.0,2.4955659181325643e-16,16.079952208867297,0.0
-0.74,-2.96,2.8816313092285836e-16,16.011653296902423,0.0
-0.73,-2.9200000000000004,5.672496904716207e-16,15.711608583870737,0.0
-0.72,-2.8800000000000003,4.991131836265129e-16,15.761193446242883,0.0
-0.71,-2.8400000000000003,4.440892098500626e-16,15.80584811891008,0.0
-0.7,-2.7999999999999994,4.2006633856979884e-16,15.823840149992538,0.0
-0.69,-2.7599999999999993,4.556259157007654e-16,15.782300663572682,0.0
-0.68,-2.72,2.0376210396350005e-16,16.125445487709673,0.0
-0.67,-2.6800000000000006,4.2006633856979884e-16,15.804816912679108,0.0
-0.66,-2.6400000000000006,4.440892098500626e-16,15.774133705732872,0.0
-0.65,-2.6000000000000005,4.075242079270001e-16,15.80481993598231,0.0
-0.64,-2.560000000000001,8.94002602889902e-16,15.456901182065064,0.0
-0.63,-2.5200000000000005,5.672496904716207e-16,15.647626273203864,0.0
-0.62,-2.4799999999999995,5.580255035276089e-16,15.64779763280584,0.0
-0.61,-2.439999999999999,8.022122055169063e-16,15.483100560929058,0.0
-0.6,-2.3999999999999995,4.322446963842875e-16,15.744481568499408,0.0
-0.59,-2.3599999999999994,4.556259157007654e-16,15.714303584477571,0.0
-0.58,-2.3199999999999994,4.322446963842875e-16,15.729758311678703,0.0
-0.57,-2.2800000000000002,4.556259157007654e-16,15.699326428507918,0.0
-0.56,-2.2400000000000007,4.440892098500626e-16,15.702777797197204,0.0
