error
0
2.386572363379003e-09
2.684893908801378e-09
2.863886836054803e-09
2.983215454223754e-09
3.06845018148729e-09
3.132376226934941e-09
3.182096484505337e-09
3.221872690561654e-09
3.254416859153185e-09
3.281536999646129e-09
3.304484810832465e-09
3.324154363277897e-09
3.341201308730604e-09
3.356117386001723e-09
3.36927863065271e-09
3.380977514786921e-09
3.39144493743332e-09
3.400865617815079e-09
3.409389090541433e-09
3.417137702110844e-09
3.424212521369874e-09
3.430697772357317e-09
3.436664203265764e-09
3.442171677950485e-09
3.447271191547448e-09
3.452006454173201e-09
3.456415146962693e-09
3.460529926899554e-09
3.464379237163069e-09
3.467987965535114e-09
3.471377983096731e-09
3.474568587860608e-09
3.477576872352262e-09
3.480418029927713e-09
3.483105611418004e-09
3.485651741250912e-09
3.488067300323159e-09
3.490362081441792e-09
3.492544922018052e-09
3.494623817804969e-09
3.496606020764586e-09
3.498498123589675e-09
3.500306132955871e-09
3.502035533219189e-09
3.503691341981941e-09
3.505278158712911e-09
3.506800207414046e-09
3.508261374167134e-09
3.50966524026324e-09
3.511015111509494e-09
3.512314044218156e-09
3.513564868307976e-09
3.51477020788544e-09
3.515932499620853e-09
3.517054009190109e-09
3.518136846015599e-09
3.519182976508022e-09
3.520194235984029e-09
3.521172339411644e-09
3.522118891115787e-09
3.523035393559481e-09
3.523923255301809e-09
3.524783798221297e-09
3.525618264082618e-09
3.526427820515244e-09
3.527213566464556e-09
3.527976537168961e-09
3.528717708710383e-09
3.529438002180216e-09
3.530138287498109e-09
3.530819386916881e-09
3.531482078243255e-09
3.532127097800924e-09
3.532755143159709e-09
3.533366875652031e-09
3.533962922695832e-09
3.534543879941055e-09
3.535110313255148e-09
3.535662760561486e-09
3.536201733543279e-09
3.536727719224306e-09
3.537241181436736e-09
3.537742562185346e-09
3.538232282916545e-09
3.538710745699901e-09
3.53917833432909e-09
3.539635415348633e-09
3.540082339012188e-09
3.540519440177642e-09
3.540947039143847e-09
3.54136544243336e-09
3.541774943525223e-09
3.542175823541467e-09
3.542568351890707e-09
3.542952786871922e-09
3.543329376241275e-09
3.54369835774458e-09
3.544059959617819e-09
3.544414401057926e-09
2.386572363379003e-09
3.579858545068504e-09
4.295830254082206e-09
4.773144726758005e-09
5.114083635812149e-09
5.369787817602756e-09
5.56866884788434e-09
5.727773672109605e-09
5.857950346475733e-09
5.966430908447507e-09
6.058222153192852e-09
6.136900362974579e-09
6.205088144785407e-09
6.264752453869882e-09
6.31739743247383e-09
6.364192969010673e-09
6.40606265959627e-09
6.443745381123308e-09
6.477839272028721e-09
6.50883371830637e-09
6.537132995342485e-09
6.563073999292258e-09
6.586939722926047e-09
6.60896962166493e-09
6.629367676052786e-09
6.648308726555793e-09
6.665943497713767e-09
6.682402617461207e-09
6.697799858515266e-09
6.712234772003445e-09
6.725794842249917e-09
6.738557261305419e-09
6.750590399272037e-09
6.761955029573841e-09
6.772705355535008e-09
6.782889874866639e-09
6.792552111155622e-09
6.801731235630158e-09
6.810462597935203e-09
6.818778181082865e-09
6.826706992921334e-09
6.834275404221688e-09
6.841507441686475e-09
6.848425042739747e-09
6.855048277790752e-09
6.861395544714633e-09
6.867483739519171e-09
6.873328406531527e-09
6.878943870915947e-09
6.88434335590097e-09
6.889539086735611e-09
6.894542383094896e-09
6.899363741404753e-09
6.904012908346401e-09
6.908498946623429e-09
6.912830293925386e-09
6.917014815895076e-09
6.921059853799108e-09
6.924972267509565e-09
6.928758474326138e-09
6.932424484100913e-09
6.935975931070227e-09
6.939418102748178e-09
6.942755966193462e-09
6.945994191923963e-09
6.949137175721215e-09
6.952189058538834e-09
6.955153744704524e-09
6.958034918583853e-09
6.960836059855425e-09
6.963560457530515e-09
6.966211222836008e-09
6.968791301066689e-09
6.971303482501824e-09
6.973750412471111e-09
6.976134600646317e-09
6.978458429627211e-09
6.980724162883583e-09
6.982933952108934e-09
6.985089844036104e-09
6.987193786760213e-09
6.989247635609937e-09
6.991253158604372e-09
6.993212041529172e-09
6.995125892662595e-09
6.996996247179349e-09
6.998824571257525e-09
7.000612265911742e-09
7.002360670573558e-09
7.004071066438378e-09
7.005744679596429e-09
7.007382683963882e-09
7.00898620402886e-09
7.010556317425821e-09
7.012094057350679e-09
7.013600414828091e-09
7.015076340841311e-09
7.016522748334267e-09
7.017940514094692e-09
7.01933048052648e-09
2.684893908801378e-09
4.295830254082206e-09
5.369787817602758e-09
6.136900362974579e-09
6.712234772003444e-09
7.159717090137008e-09
7.517702944643857e-09
7.810600461967643e-09
8.054681726404133e-09
8.261212027081161e-09
8.438237999090045e-09
8.591660508164408e-09
8.725905203604479e-09
8.84435640546336e-09
8.949646362671259e-09
9.043853166488852e-09
9.128639289924684e-09
9.205350544461866e-09
9.275088048586578e-09
9.338761421917837e-09
9.397128680804822e-09
9.450826558980851e-09
9.500393831143336e-09
9.54628945351601e-09
9.58890681714778e-09
9.628585052253218e-09
9.665618071684959e-09
9.700261864056592e-09
9.732740419404994e-09
9.763250577459555e-09
9.791966020334438e-09
9.819040580759326e-09
9.844610998938385e-09
9.868799232351012e-09
9.891714400847182e-09
9.913454432497396e-09
9.934107462565099e-09
9.95375302775145e-09
9.97246308983369e-09
9.990302916470245e-09
1.000733184189605e-08
1.002360392619182e-08
1.003916852856168e-08
1.005407080742644e-08
1.006835215800517e-08
1.008205059631538e-08
1.009520109709319e-08
1.010783589195813e-08
1.011998473317443e-08
1.013167512755238e-08
1.014293254436077e-08
1.015378060055794e-08
1.016424122617665e-08
1.017433481229996e-08
1.018408034372937e-08
1.019349551816117e-08
1.020259685344524e-08
1.021139978429377e-08
1.021991874963106e-08
1.02281672716243e-08
1.023615802730526e-08
1.024390291358065e-08
1.025141310633254e-08
1.025869911422617e-08
1.026577082776998e-08
1.027263756410963e-08
1.027930810798242e-08
1.028579074921092e-08
1.029209331707195e-08
1.029822321184091e-08
1.030418743377827e-08
1.03099926097973e-08
1.031564501802635e-08
1.032115061045725e-08
1.032651503385146e-08
1.033174364905847e-08
1.033684154888531e-08
1.034181357464235e-08
1.034666433147849e-08
1.035139820260773e-08
1.035601936251961e-08
1.036053178925709e-08
1.036493927583788e-08
1.036924544088809e-08
1.037345373855078e-08
1.037756746772668e-08
1.038158978069867e-08
1.038552369118775e-08
1.03893720818836e-08
1.039313771148921e-08
1.039682322131598e-08
1.040043114146219e-08
1.040396389660535e-08
1.040742381143628e-08
1.041081311576045e-08
1.04141339492902e-08
1.041738836614935e-08
1.04205783391103e-08
1.042370576358183e-08
1.042677246136458e-08
2.863886836054803e-09
4.773144726758005e-09
6.136900362974579e-09
7.159717090137008e-09
7.95524121126334e-09
8.591660508164412e-09
9.112367205628917e-09
9.54628945351601e-09
9.913454432497394e-09
1.02281672716243e-08
1.050091839886761e-08
1.073957563520552e-08
1.095015554962131e-08
1.113733769576868e-08
1.130481645811107e-08
1.145554734421921e-08
1.159192290784087e-08
1.171590069295147e-08
1.182909780109593e-08
1.193286181689502e-08
1.202832471143017e-08
1.211644430638571e-08
1.219803652393713e-08
1.227380072594916e-08
1.234433981058105e-08
1.241017628957082e-08
1.247176525378705e-08
1.252950490773977e-08
1.258374518872565e-08
1.263479486494766e-08
1.268292741681413e-08
1.272838593802135e-08
1.277138724186602e-08
1.281212531919254e-08
1.285077426434848e-08
1.288749076224662e-08
1.29224162114668e-08
1.295567854405745e-08
1.298739379141132e-08
1.301766743661274e-08
1.304659558647189e-08
1.307426599068497e-08
1.3100758930889e-08
1.312614799858452e-08
1.315050077780267e-08
1.31738794458521e-08
1.319634130338978e-08
1.321793924332986e-08
1.323872216666843e-08
1.325873535210558e-08
1.3278020785345e-08
1.329661745311159e-08
1.33145616062197e-08
1.333188699542754e-08
1.334862508330629e-08
1.336480523492242e-08
1.338045488976425e-08
1.339559971703054e-08
1.341026375612964e-08
1.342446954400689e-08
1.34382382307187e-08
1.345158968449984e-08
1.346454258742184e-08
1.347711452261084e-08
1.348932205388132e-08
1.350118079854408e-08
1.35127054940614e-08
1.352391005914769e-08
1.353480764984805e-08
1.354541071107002e-08
1.355573102399274e-08
1.356577974973328e-08
1.357556746961044e-08
1.358510422231125e-08
1.359439953823483e-08
1.360346247126032e-08
1.361230162816172e-08
1.362092519587041e-08
1.362934096676684e-08
1.363755636216573e-08
1.364557845414348e-08
1.365341398584267e-08
1.366106939037637e-08
1.366855080844338e-08
1.367586410475609e-08
1.368301488337295e-08
1.369000850202022e-08
1.36968500854795e-08
1.37035445381117e-08
1.371009655558151e-08
1.371651063584143e-08
1.372279108942927e-08
1.37289420491287e-08
1.373496747903835e-08
1.374087118309123e-08
1.374665681306306e-08
1.375232787610475e-08
1.37578877418319e-08
1.376333964900124e-08
1.376868671180194e-08
2.983215454223754e-09
5.114083635812149e-09
6.712234772003444e-09
7.95524121126334e-09
8.949646362671261e-09
9.763250577459555e-09
1.044125408978314e-08
1.101494936944156e-08
1.150668818057734e-08
1.193286181689502e-08
1.230576374867299e-08
1.263479486494767e-08
1.292726696830293e-08
1.318895253446291e-08
1.34244695440069e-08
1.363755636216573e-08
1.383127165140104e-08
1.400814213287676e-08
1.417027340756283e-08
1.431943418027402e-08
1.445712104739204e-08
1.458460888731613e-08
1.470299045295993e-08
1.481320777269726e-08
1.491607727111877e-08
1.501231002770663e-08
1.510252823700775e-08
1.51872786760482e-08
1.526704379514509e-08
1.534225090743645e-08
1.541327984682273e-08
1.548046938408002e-08
1.554412262990272e-08
1.560451160670887e-08
1.56618811346747e-08
1.571645214908123e-08
1.576842454375412e-08
1.581797961774455e-08
1.586528218837178e-08
1.591048242252668e-08
1.595371742910964e-08
1.599511264817842e-08
1.603478306645268e-08
1.607283428398104e-08
1.610936345280827e-08
1.61444601052109e-08
1.617820688636728e-08
1.621068020408379e-08
1.624195080632932e-08
1.627208429576593e-08
1.630114158915123e-08
1.632917932838266e-08
1.635625024901989e-08
1.638240351133045e-08
1.640768499823065e-08
1.643213758392101e-08
1.645580137652458e-08
1.647871393761693e-08
1.650091048117514e-08
1.652242405416233e-08
1.654328570069536e-08
1.656352461151099e-08
1.658316826024381e-08
1.660224252785394e-08
1.662077181638949e-08
1.66387791531353e-08
1.665628628608263e-08
1.667331377155194e-08
1.668988105471127e-08
1.670600654365302e-08
1.672170767762262e-08
1.673700098993068e-08
1.675190216602569e-08
1.676642609715628e-08
1.678058693000861e-08
1.679439811266706e-08
1.680787243721188e-08
1.682102207923755e-08
1.683385863454833e-08
1.684639315326355e-08
1.685863617154354e-08
1.687059774112743e-08
1.688228745685715e-08
1.689371448234575e-08
1.690488757393461e-08
1.691581510307095e-08
1.692650507722608e-08
1.693696515946389e-08
1.694720268676048e-08
1.69572246871666e-08
1.69670378958976e-08
1.697664877042796e-08
1.698606350466178e-08
1.699528804224442e-08
1.70043280890754e-08
1.701318912507804e-08
1.702187641527671e-08
1.703039502022881e-08
1.70387498058549e-08
1.704694545270717e-08
3.06845018148729e-09
5.369787817602756e-09
7.159717090137008e-09
8.591660508164412e-09
9.763250577459555e-09
1.073957563520552e-08
1.156569683791363e-08
1.227380072594916e-08
1.288749076224662e-08
1.342446954400689e-08
1.389827435144243e-08
1.431943418027402e-08
1.469626139554439e-08
1.503540588928772e-08
1.534225090743645e-08
1.562120092393529e-08
1.587589441726032e-08
1.610936345280827e-08
1.632415496551238e-08
1.652242405416233e-08
1.670600654365302e-08
1.687647599818009e-08
1.703518893860185e-08
1.718332101632882e-08
1.732189618581535e-08
1.745181040720896e-08
1.75738510394272e-08
1.768871281092672e-08
1.779701105262628e-08
1.789929272534252e-08
1.799604565899302e-08
1.808770633297771e-08
1.817466645957856e-08
1.825727857984937e-08
1.833586084059478e-08
1.841070108892374e-08
1.848206039546996e-08
1.855017609717316e-08
1.861526443435623e-08
1.867752284383568e-08
1.873713195929473e-08
1.879425736160965e-08
1.884905111485049e-08
1.890165311796171e-08
1.895219229742149e-08
1.900078766228668e-08
1.904754923979845e-08
1.909257890703202e-08
1.913597113182074e-08
1.917781363429556e-08
1.921818797878882e-08
1.925717010450644e-08
1.929483080223363e-08
1.933123614336992e-08
1.936644786676404e-08
1.940052372811319e-08
1.943351781608617e-08
1.946548083880999e-08
1.949646038391155e-08
1.952650115491911e-08
1.955564518649362e-08
1.958393204066888e-08
1.961139898602746e-08
1.963808116151866e-08
1.966401172643263e-08
1.968922199787677e-08
1.971374157695258e-08
1.973759846470203e-08
1.976081916877815e-08
1.978342880169437e-08
1.980545117141796e-08
1.98269088649948e-08
1.984782332582285e-08
1.98682149251302e-08
1.988810302815836e-08
1.99075060555029e-08
1.992644154001987e-08
1.994492617966738e-08
1.996297588661731e-08
1.998060583294049e-08
1.99978304931413e-08
2.001466368379209e-08
2.003111860049568e-08
2.004720785238363e-08
2.006294349433997e-08
2.007833705712335e-08
2.00933995755458e-08
2.010814161485288e-08
2.01225732954377e-08
2.013670431601034e-08
2.015054397533406e-08
2.016410119263076e-08
2.017738452674976e-08
2.019040219418637e-08
2.020316208603017e-08
2.021567178391626e-08
2.022793857504728e-08
2.023996946634885e-08
2.025177119781611e-08
2.026335025510475e-08
3.132376226934941e-09
5.56866884788434e-09
7.517702944643857e-09
9.112367205628919e-09
1.044125408978314e-08
1.156569683791363e-08
1.252950490773977e-08
1.336480523492242e-08
1.409569302120724e-08
1.474059400910561e-08
1.531383933168194e-08
1.582674304135549e-08
1.62883563800617e-08
1.670600654365302e-08
1.708568851055423e-08
1.743235465424663e-08
1.775013195263134e-08
1.804248706714527e-08
1.831235332669658e-08
1.856222949294781e-08
1.879425736160965e-08
1.901028330829482e-08
1.921190752520097e-08
1.940052372811319e-08
1.957735141834339e-08
1.974346227886266e-08
1.989980191229257e-08
2.004720785238363e-08
2.018642457358074e-08
2.031811606660503e-08
2.044287642841752e-08
2.056123882295757e-08
2.067368309777062e-08
2.078064228600742e-08
2.088250817956628e-08
2.097963612458752e-08
2.107234916301689e-08
2.11609416219605e-08
2.124568223486309e-08
2.132681686423791e-08
2.140457088405544e-08
2.147915127041103e-08
2.15507484413124e-08
2.161953788002157e-08
2.168568157108806e-08
2.174932927381243e-08
2.181061965421367e-08
2.186968129350942e-08
2.19266335885446e-08
2.198158755743819e-08
2.203464656188718e-08
2.208590695601586e-08
2.213545867034025e-08
2.218338573829336e-08
2.222976677179636e-08
2.227467539153736e-08
2.231818061691146e-08
2.236034721996635e-08
2.24012360471711e-08
2.244090431236973e-08
2.247940586388605e-08
2.25167914284019e-08
2.255310883393158e-08
2.258840321395338e-08
2.262271719453013e-08
2.265609106604999e-08
2.268856294104228e-08
2.272016889936811e-08
2.275094312194852e-08
2.27809180140723e-08
2.281012431921855e-08
2.283859122423451e-08
2.286634645662507e-08
2.289341637463562e-08
2.291982605074347e-08
2.294559934911379e-08
2.297075899752291e-08
2.299532665420474e-08
