x0,x1,x2,mean,std_dev,significant_digits,ulp_error
-10.0,5.8,0.0,1.37036e-07,0.0,inf,9.122824411839247
-10.0,6.0,0.0,1.1225700000000001e-07,1.3950798784004455e-23,15.905614356965273,13.36461510695517
-10.0,6.2,0.0,9.194945e-08,8.498365855928396e-14,6.034213712230086,7.746937099844217
-10.0,6.4,0.0,7.530942999999999e-08,9.486832980413589e-14,5.89972810582185,2.372600380331278
-10.0,6.6,0.0,6.167672e-08,4.2163702137858324e-14,6.165182533019135,1.8962416499853134
-10.0,6.8,0.0,5.050905e-08,5.270462766883521e-14,5.98152045054572,1.4633679427206516
-10.0,7.0,0.0,4.136170000000001e-08,6.975399392002227e-24,15.7730293011605,11.674166113138199
-10.0,7.2,0.0,3.3869659999999996e-08,5.1639777948807336e-14,5.816826470877932,1.263873040676117
-10.0,7.4,0.0,2.773388e-08,4.2163702135068174e-14,5.81807189549603,0.42643148824572563
-10.0,7.6,0.0,2.2709099999999997e-08,3.487699696001114e-24,15.81366083924693,3.032709151506424
-10.0,7.8,0.0,1.8594299999999997e-08,3.487699696001114e-24,15.72684075008663,11.359000355005264
-10.0,8.0,0.0,1.5224889999999997e-08,3.162277660130112e-14,5.68255416353903,10.055850319564342
-10.0,8.2,0.0,1.246581e-08,3.162277660182428e-14,5.595720503223038,21.218615321442485
-10.0,8.4,0.0,1.02067e-08,0.0,inf,38.87299549020827
-10.0,8.6,0.0,8.356849e-09,8.755950357603176e-15,5.979739264322407,2.799830751493573
-10.0,8.8,0.0,6.842235e-09,8.498365855885137e-15,5.905862562570948,10.411366868764162
-10.0,9.0,0.0,5.602104e-09,5.163977794880733e-15,6.035366800871278,2.3676840495318174
-10.0,9.2,0.0,4.586722e-09,6.324555320260225e-15,5.8604724227979315,8.362429328262806
-10.0,9.4,0.0,3.75536e-09,4.714045207853272e-15,5.901257832991929,8.79663172364235
-10.0,9.6,0.0,3.07467e-09,0.0,inf,7.3251406997442245
-10.0,9.8,0.0,2.517359e-09,3.1622776601301126e-15,5.900945154608528,0.5472377799451351
-10.0,10.0,0.0,2.06106e-09,0.0,inf,0.20810711570084095
-9.8,-10.0,0.0,5.544603e-05,4.8304589154070716e-11,6.059882062961957,6.152448985725641
-9.8,-9.8,0.0,5.544542000000001e-05,4.216370213567084e-11,6.1189269410016776,8.343745734542608
-9.8,-9.6,0.0,5.54448e-05,0.0,inf,8.321429228410125
-9.8,-9.4,0.0,5.5443919999999994e-05,4.2163702135670847e-11,6.118915191599563,5.065756533294916
-9.8,-9.2,0.0,5.5442900000000004e-05,7.142808977410281e-21,15.88997690264021,6.353425025939941
-9.8,-9.0,0.0,5.5441699999999995e-05,7.142808977410281e-21,15.889967502716717,4.65782474167645
-9.8,-8.8,0.0,5.544018999999999e-05,3.1622776601753135e-11,6.243824709983212,5.904631678014994
-9.8,-8.6,0.0,5.543832e-05,4.2163702135670847e-11,6.118871324356248,0.33726039342582226
-9.8,-8.4,0.0,5.543605e-05,5.270462766958856e-11,6.0219435281856075,2.6541125047951937
-9.8,-8.2,0.0,5.543329e-05,3.1622776601753135e-11,6.243770655002184,2.917303256690502
-9.8,-8.0,0.0,5.542992000000001e-05,4.2163702135670847e-11,6.1188055151821334,3.046608241274953
-9.8,-7.8,0.0,5.5425799999999994e-05,7.142808977410281e-21,15.889842934519372,4.421805860474706
-9.8,-7.6,0.0,5.5420779999999995e-05,4.216370213567084e-11,6.11873389720275,2.98145255073905
-9.8,-7.4,0.0,5.54146e-05,0.0,inf,14.909530434757471
-9.8,-7.2,0.0,5.5407160000000004e-05,5.163977794954546e-11,6.030581523998662,0.22444924525916576
-9.8,-7.0,0.0,5.539798e-05,6.324555320350627e-11,5.942463933488632,8.542278738692403
-9.8,-6.8,0.0,5.5386820000000004e-05,4.2163702135670847e-11,6.1184676945042495,5.403495442122221
-9.8,-6.6,0.0,5.53732e-05,0.0,inf,0.26577548682689667
-9.8,-6.4,0.0,5.535650999999999e-05,3.1622776601753135e-11,6.243168701832146,11.47386552207172
-9.8,-6.2,0.0,5.533622e-05,4.2163702135670847e-11,6.118070752687729,2.7238879334181547
-9.8,-6.0,0.0,5.5311450000000004e-05,5.270462766958856e-11,6.020966294112108,5.772451471537352
-9.8,-5.8,0.0,5.5281199999999995e-05,7.142808977410281e-21,15.888708425991537,9.004225363954902
-9.8,-5.6,0.0,5.524423000000001e-05,4.8304589154070716e-11,6.058298532061484,5.5913615599274635
-9.8,-5.4,0.0,5.519923000000001e-05,4.8304589154070716e-11,6.05794462694538,0.8875577189028263
-9.8,-5.2,0.0,5.514432000000001e-05,4.2163702135670847e-11,6.116562049075467,3.9356838762760162
-9.8,-5.0,0.0,5.507741e-05,3.1622776601753135e-11,6.240973509485986,7.271227106451988
-9.8,-4.8,0.0,5.4995900000000007e-05,7.142808977410281e-21,15.886461277814334,12.94282197393477
-9.8,-4.6,0.0,5.4896710000000007e-05,3.1622776601753135e-11,6.239546317642946,8.874065669253469
-9.8,-4.4,0.0,5.477603e-05,4.8304589154070716e-11,6.054602160067572,7.623141996562481
-9.8,-4.2,0.0,5.4629379999999994e-05,4.2163702135670847e-11,6.112487535036453,2.4152199402451515
-9.8,-4.0,0.0,5.445128999999999e-05,3.1622776601753135e-11,6.236008173039332,5.437147153541446
-9.8,-3.8,0.0,5.4235290000000005e-05,3.1622776601753135e-11,6.234281966701936,4.489626633003354
-9.8,-3.6,0.0,5.397382000000001e-05,4.2163702135670847e-11,6.107244419758934,5.570559011772275
-9.8,-3.4,0.0,5.36579e-05,0.0,inf,4.1404506880789995
-9.8,-3.2,0.0,5.327691999999999e-05,4.216370213567084e-11,6.101600373215373,10.685768945142627
-9.8,-3.0,0.0,5.2818979999999996e-05,4.2163702135670847e-11,6.097851273577655,3.045875035226345
-9.8,-2.8,0.0,5.22701e-05,0.0,inf,13.711203103885055
-9.8,-2.6,0.0,5.161509999999999e-05,7.142808977410281e-21,15.858907737293576,0.22376589849591255
-9.8,-2.4,0.0,5.0836909999999995e-05,3.1622776601753135e-11,6.206179145131756,12.604535169899464
-9.8,-2.2,0.0,4.9917790000000004e-05,3.1622776601753135e-11,6.198255349669188,1.8260517120361328
-9.8,-2.0,0.0,4.8839200000000005e-05,7.142808977410281e-21,15.834899505670258,5.872221594676375
-9.8,-1.8,0.0,4.758348e-05,4.2163702135670847e-11,6.052517464217885,3.6536110509186983
-9.8,-1.6,0.0,4.613461e-05,3.1622776601753135e-11,6.164026853643266,3.2191322967410088
-9.8,-1.4,0.0,4.4480399999999995e-05,7.142808977410281e-21,15.794299648288758,0.2928024139255285
-9.8,-1.2,0.0,4.26141e-05,0.0,inf,3.4107737857848406
-9.8,-1.0,0.0,4.05367e-05,0.0,inf,6.644081432372332
-9.8,-0.8,0.0,3.825870000000001e-05,7.142808977410281e-21,15.728861173169546,6.805946642532945
-9.8,-0.6,0.0,3.58014e-05,0.0,inf,1.9026895500719547
-9.8,-0.4,0.0,3.319709e-05,3.1622776601753135e-11,6.021100015861763,1.036173477768898
-9.8,-0.2,0.0,3.0488210000000005e-05,3.1622776601753135e-11,5.9841319271541025,19.247907390818
-9.8,-0.0,0.0,2.7725e-05,0.0,inf,17.052013222128153
-9.8,0.2,0.0,2.4961800000000002e-05,3.5714044887051404e-21,15.844436859065121,0.963123919442296
-9.8,0.4,0.0,2.2252899999999995e-05,3.5714044887051404e-21,15.794547576172857,8.749554818496108
-9.8,0.6,0.0,1.96485e-05,0.0,inf,21.163308760151267
-9.8,0.8,0.0,1.7191099999999995e-05,3.5714044887051404e-21,15.682464626472841,8.436957847326994
-9.8,1.0,0.0,1.4913000000000001e-05,1.7857022443525702e-21,15.921755973393026,10.519421646371484
-9.8,1.2,0.0,1.28355e-05,0.0,inf,6.851666102185845
-9.8,1.4,0.0,1.09691e-05,0.0,inf,0.6042720060795546
-9.8,1.6,0.0,9.314761e-06,3.1622776603895977e-12,6.469171716130192,1.5985976234078407
-9.8,1.8,0.0,7.865799999999998e-06,1.7857022443525702e-21,15.643933855146788,7.211136121302843
-9.8,2.0,0.0,6.609948000000001e-06,4.216370213495657e-12,6.195259306332779,2.180113887414336
-9.8,2.2,0.0,5.53129e-06,0.0,inf,7.8515041545033455
-9.8,2.4,0.0,4.612034e-06,5.163977795304471e-12,5.950908134094899,8.309414947405457
-9.8,2.6,0.0,3.83382e-06,0.0,inf,2.84116156026721
-9.8,2.8,0.0,3.1787090000000006e-06,3.1622776601217422e-12,6.002250771557896,8.200102537870407
-9.8,3.0,0.0,2.6298310000000004e-06,3.1622776601217422e-12,5.919927840463579,11.461839934810996
-9.8,3.2,0.0,2.171799e-06,3.16227766025567e-12,5.836819628809872,7.673340806737542
-9.8,3.4,0.0,1.7908299999999998e-06,2.2321278054407128e-22,15.904335303603657,17.283000018447638
-9.8,3.6,0.0,1.4748400000000003e-06,2.2321278054407128e-22,15.820025850375291,32.182771515101194
-9.8,3.8,0.0,1.2133500000000002e-06,2.2321278054407128e-22,15.735267036998273,0.010579628869891167
-9.8,4.0,0.0,9.973629e-07,5.676462122132159e-13,6.244775465013562,1.8945619370788336
-9.8,4.2,0.0,8.192431000000001e-07,7.378647873499414e-13,6.045436006983062,1.4725716095417738
-9.8,4.4,0.0,6.725403999999999e-07,5.163977795085767e-13,6.114734011701146,4.6826163828372955
-9.8,4.6,0.0,5.518429999999999e-07,1.1160639027203564e-22,15.694126476187627,0.46128604374825954
-9.8,4.8,0.0,4.5262700000000007e-07,5.580319513601782e-23,15.90908139067861,14.814379507675767
-9.8,5.0,0.0,3.71129e-07,0.0,inf,5.3049526028335094
-9.8,5.2,0.0,3.0422400000000006e-07,5.580319513601782e-23,15.73653440608414,1.534556770697236
-9.8,5.4,0.0,2.493253e-07,4.830458915529817e-13,5.712777957617026,6.195790234953165
-9.8,5.6,0.0,2.0429699999999997e-07,2.790159756800891e-23,15.864632918798709,3.280709445476532
-9.8,5.8,0.0,1.67376e-07,0.0,inf,1.0595738384872675
-9.8,6.0,0.0,1.37111e-07,0.0,inf,7.738518513739109
-9.8,6.2,0.0,1.1230699999999999e-07,1.3950798784004455e-23,15.905807751493818,34.103859573602676
-9.8,6.4,0.0,9.198314e-08,8.432740427013635e-14,6.037739498600446,3.458566203713417
-9.8,6.6,0.0,7.533205e-08,5.2704627665347513e-14,6.155131036402911,6.816885141655803
-9.8,6.8,0.0,6.169187e-08,6.749485577100111e-14,5.960957261110078,4.0310232900083065
-9.8,7.0,0.0,5.051923e-08,4.8304589153380265e-14,6.019468329896447,3.755415741354227
-9.8,7.2,0.0,4.136848e-08,4.2163702135068174e-14,5.991730827325103,2.912538280710578
-9.8,7.4,0.0,3.3874210000000004e-08,3.162277660130112e-14,6.02986917557358,7.429047100245953
-9.8,7.6,0.0,2.7736979999999996e-08,4.2163702135068174e-14,5.818120436762393,16.519220858812332
-9.8,7.8,0.0,2.271114e-08,5.163977795051595e-14,5.643254568307124,7.801125282421708
-9.8,8.0,0.0,1.8595699999999997e-08,3.487699696001114e-24,15.7268734477083,0.4269160982221365
-9.8,8.2,0.0,1.52258e-08,0.0,inf,1.2986512631177902
-9.8,8.4,0.0,1.246645e-08,5.270462766883521e-14,5.373894049905377,0.7507499810308218
-9.8,8.6,0.0,1.02071e-08,0.0,inf,20.900569697842002
-9.8,8.8,0.0,8.357129e-09,7.37864787363693e-15,6.054080320665769,1.5037158858031034
-9.8,9.0,0.0,6.8424240000000005e-09,5.163977794880733e-15,6.122225616193304,5.748559035360813
-9.8,9.2,0.0,5.6022309999999995e-09,3.162277660130113e-15,6.248361012375163,1.4408263396471739
-9.8,9.4,0.0,4.586804e-09,5.163977794880733e-15,5.948525816439051,3.8580672703683376
-9.8,9.6,0.0,3.7554099999999995e-09,4.714045208048241e-15,5.901263615263691,5.409942753612995
-9.8,9.8,0.0,3.0747100000000004e-09,4.359624620001392e-25,15.84835506382853,2.8256496284157038
-9.8,10.0,0.0,2.517384e-09,5.163977795094311e-15,5.687965101430101,1.9096376169472933
-9.6,-10.0,0.0,6.772103e-05,4.830458915734396e-11,6.1467351621920985,6.225425001233816
-9.6,-9.8,0.0,6.772038e-05,4.2163702132813726e-11,6.205780649824589,2.0162142775952816
-9.6,-9.6,0.0,6.77195e-05,0.0,inf,8.709496637806296
-9.6,-9.4,0.0,6.77185e-05,0.0,inf,6.603330090641975
-9.6,-9.2,0.0,6.771726e-05,5.163977794604621e-11,6.117715011106042,6.592514457181096
-9.6,-9.0,0.0,6.771579000000001e-05,3.162277659961029e-11,6.330689949515517,0.46632084622979164
-9.6,-8.8,0.0,6.771391e-05,5.676462121895066e-11,6.0766001477364675,4.6152096427977085
-9.6,-8.6,0.0,6.771168e-05,4.2163702132813726e-11,6.205724852666992,0.5979473013430834
-9.6,-8.4,0.0,6.770889e-05,3.162277660389597e-11,6.330645694127015,4.827693024650216
-9.6,-8.2,0.0,6.77055e-05,0.0,inf,7.601290522143245
-9.6,-8.0,0.0,6.770144e-05,5.16397779530447e-11,6.117613539998725,0.019935879856348038
-9.6,-7.8,0.0,6.769639000000001e-05,5.676462121895066e-11,6.076487765748311,3.2861027866601944
-9.6,-7.6,0.0,6.769023e-05,4.830458915734396e-11,6.146537597081585,6.352182347327471
-9.6,-7.4,0.0,6.768275e-05,5.2704627666017154e-11,6.108629246506356,4.2791282664984465
-9.6,-7.2,0.0,6.767358999999999e-05,5.6764621220807604e-11,6.076341471640228,5.342329176142812
-9.6,-7.0,0.0,6.766241e-05,3.162277659961029e-11,6.330347462458585,5.996070399880409
-9.6,-6.8,0.0,6.764879e-05,5.6764621220807604e-11,6.0761822887575185,2.633338676765561
-9.6,-6.6,0.0,6.763211e-05,3.162277660389597e-11,6.330152936811822,5.667137950658798
-9.6,-6.4,0.0,6.761179e-05,5.6764621220807604e-11,6.075944689654643,3.617777928709984
-9.6,-6.2,0.0,6.7587e-05,0.0,inf,0.5787339676171541
-9.6,-6.0,0.0,6.755668e-05,4.216370213281372e-11,6.20472956191079,3.385389819741249
-9.6,-5.8,0.0,6.751972999999999e-05,4.830458915734396e-11,6.145442304273087,1.8888709899038076
-9.6,-5.6,0.0,6.74746e-05,0.0,inf,7.48235840909183
-9.6,-5.4,0.0,6.741963999999999e-05,5.163977794604621e-11,6.115802063085433,3.281107362359762
-9.6,-5.2,0.0,6.735258e-05,4.2163702138527974e-11,6.203415499772254,5.458723774179816
-9.6,-5.0,0.0,6.727089e-05,3.162277660389597e-11,6.32782717344597,3.0888193547725677
-9.6,-4.8,0.0,6.717134e-05,5.163977794604621e-11,6.114199646011202,5.987152349203825
-9.6,-4.6,0.0,6.705020000000002e-05,4.714045207920654e-11,6.1530063345071015,2.404010083526373
-9.6,-4.4,0.0,6.690282000000001e-05,6.32455532020777e-11,6.024414428310418,0.46352542005479336
-9.6,-4.2,0.0,6.672359999999999e-05,1.4285617954820562e-20,15.669380438695436,7.923056893050671
-9.6,-4.0,0.0,6.650610999999998e-05,3.162277660389597e-11,6.322861546286087,2.7290391605347395
-9.6,-3.8,0.0,6.62423e-05,0.0,inf,7.877580085769296
-9.6,-3.6,0.0,6.592297e-05,4.830458915079747e-11,6.135048372598685,5.441446464508772
-9.6,-3.4,0.0,6.553709e-05,3.162277659961029e-11,6.316487153812708,2.75951823964715
-9.6,-3.2,0.0,6.507182e-05,4.2163702132813726e-11,6.188454217148091,5.07836333476007
-9.6,-3.0,0.0,6.45125e-05,0.0,inf,2.7632114812731743
-9.6,-2.8,0.0,6.384211e-05,3.162277660389597e-11,6.305107232106365,7.752162657678127
-9.6,-2.6,0.0,6.304208999999999e-05,3.162277660389597e-11,6.299630602617698,1.935219369828701
-9.6,-2.4,0.0,6.209168e-05,4.2163702132813726e-11,6.168094674028907,2.6427130717784166
-9.6,-2.2,0.0,6.096901e-05,3.1622776601753135e-11,6.285109143109736,9.468829952180386
-9.6,-2.0,0.0,5.9651669999999995e-05,4.830458915079747e-11,6.0916342140066915,12.275207189843059
-9.6,-1.8,0.0,5.8117909999999995e-05,3.1622776601753135e-11,6.264309988078789,15.173553565517068
-9.6,-1.6,0.0,5.6348390000000003e-05,3.1622776601753135e-11,6.250881511790138,3.121628535911441
-9.6,-1.4,0.0,5.4327910000000006e-05,3.1622776601753135e-11,6.235022998003022,10.862882049754262
-9.6,-1.2,0.0,5.204848000000001e-05,4.2163702135670847e-11,6.0914693144851135,6.421308506280184
-9.6,-1.0,0.0,4.951123e-05,4.8304589154070716e-11,6.010715322929395,2.1031196136027575
-9.6,-0.8,0.0,4.67289e-05,0.0,inf,4.432148398831487
-9.6,-0.6,0.0,4.3727579999999996e-05,4.2163702135670847e-11,6.015816706394694,1.7472028583288193
-9.6,-0.4,0.0,4.05467e-05,0.0,inf,4.032279871404171
-9.6,-0.2,0.0,3.723819e-05,3.1622776601753135e-11,6.070988563497507,4.072492331266403
-9.6,-0.0,0.0,3.38632e-05,0.0,inf,5.906803095713258
-9.6,0.2,0.0,3.0488200000000004e-05,3.5714044887051404e-21,15.931292744578718,24.745465559884906
-9.6,0.4,0.0,2.71796e-05,0.0,inf,21.421740168705583
-9.6,0.6,0.0,2.39987e-05,0.0,inf,13.901884760707617
-9.6,0.8,0.0,2.0997199999999996e-05,3.5714044887051404e-21,15.769322344812643,2.3190569411963224
-9.6,1.0,0.0,1.82147e-05,0.0,inf,16.974799189716578
-9.6,1.2,0.0,1.5677300000000003e-05,3.5714044887051404e-21,15.642432228928651,12.005757313221693
-9.6,1.4,0.0,1.339766e-05,5.1639777949545456e-11,5.414044586120985,4.633478591218591
-9.6,1.6,0.0,1.137706e-05,5.1639777949545456e-11,5.343045682324606,7.597886044532061
-9.6,1.8,0.0,9.6073e-06,4.714045207840795e-12,6.309207609197732,1.203383658081293
-9.6,2.0,0.0,8.073396e-06,5.163977794429659e-12,6.194071889053287,2.3246891517192125
-9.6,2.2,0.0,6.755928e-06,4.216370213852796e-12,6.204746275875252,2.0880530774593353
-9.6,2.4,0.0,5.633148000000001e-06,4.216370213495657e-12,6.125812425025601,4.203463638201356
-9.6,2.6,0.0,4.6826339999999995e-06,5.163977794867064e-12,5.957505848028141,4.234541529789567
-9.6,2.8,0.0,3.88248e-06,0.0,inf,2.352276099845767
-9.6,3.0,0.0,3.212081e-06,3.1622776601217422e-12,6.006786488483996,13.85285409539938
-9.6,3.2,0.0,2.652639e-06,3.16227766025567e-12,5.923678150469524,4.915830813348293
-9.6,3.4,0.0,2.1873260000000005e-06,5.163977795085768e-12,5.626929149148312,1.0291627123951912
-9.6,3.6,0.0,1.8013800000000001e-06,2.2321278054407128e-22,15.906886279163283,21.77517115511
-9.6,3.8,0.0,1.48199e-06,0.0,inf,11.988858519122005
-9.6,4.0,0.0,1.21818e-06,0.0,inf,15.754004795104265
-9.6,4.2,0.0,1.0006280000000001e-06,4.216370213584942e-12,5.375333914719984,22.005987903103232
-9.6,4.4,0.0,8.214427e-07,4.830458915529817e-13,6.230588881816937,3.5593806877732277
-9.6,4.6,0.0,6.740229000000001e-07,3.1622776602556704e-13,6.328674651975389,6.826716437935829
-9.6,4.8,0.0,5.528400000000001e-07,4.714045207790883e-13,6.069205715198979,5.719001866877079
-9.6,5.0,0.0,4.53298e-07,0.0,inf,4.614225208759308
-9.6,5.2,0.0,3.7157999999999994e-07,5.580319513601782e-23,15.823393264247485,1.6044346671551466
-9.6,5.4,0.0,3.045267e-07,4.830458915529817e-13,5.799636983634126,3.777805110439658
-9.6,5.6,0.0,2.49529e-07,0.0,inf,5.240595158189535
-9.6,5.8,0.0,2.0443319999999997e-07,4.2163702135626204e-13,5.6856126901080195,19.84981321170926
-9.6,6.0,0.0,1.67468e-07,0.0,inf,27.150267468765378
-9.6,6.2,0.0,1.371721e-07,3.1622776601719653e-13,5.637265787403723,19.1489714179188
-9.6,6.4,0.0,1.123482e-07,4.2163702135626204e-13,5.425627382101587,40.62073656357825
-9.6,6.6,0.0,9.201083999999999e-08,5.1639777945390104e-14,6.2508546294483835,1.2280504070222378
-9.6,6.8,0.0,7.535058000000001e-08,9.189365834647619e-14,5.913801058164385,10.432652607560158
-9.6,7.0,0.0,6.17043e-08,0.0,inf,5.976813310757279
-9.6,7.2,0.0,5.052753e-08,4.8304589153380265e-14,6.0195396759585655,16.254748510196805
-9.6,7.4,0.0,4.1374090000000006e-08,3.1622776603393743e-14,6.116728454800782,1.2804242800921202
