i x0 x1 x2 result
6 -8.400000 3.400000 0.0 7.26214e-06
7 -8.400000 3.400000 0.0 7.26215e-06
8 -8.400000 3.400000 0.0 7.26215e-06
9 -8.400000 3.400000 0.0 7.26214e-06
10 -8.400000 3.400000 0.0 7.26215e-06
1 -8.400000 3.600000 0.0 5.98076e-06
2 -8.400000 3.600000 0.0 5.98076e-06
3 -8.400000 3.600000 0.0 5.98076e-06
4 -8.400000 3.600000 0.0 5.98076e-06
5 -8.400000 3.600000 0.0 5.98076e-06
6 -8.400000 3.600000 0.0 5.98076e-06
7 -8.400000 3.600000 0.0 5.98076e-06
8 -8.400000 3.600000 0.0 5.98076e-06
9 -8.400000 3.600000 0.0 5.98076e-06
10 -8.400000 3.600000 0.0 5.98076e-06
1 -8.400000 3.800000 0.0 4.92036e-06
2 -8.400000 3.800000 0.0 4.92036e-06
3 -8.400000 3.800000 0.0 4.92036e-06
4 -8.400000 3.800000 0.0 4.92037e-06
5 -8.400000 3.800000 0.0 4.92036e-06
6 -8.400000 3.800000 0.0 4.92036e-06
7 -8.400000 3.800000 0.0 4.92036e-06
8 -8.400000 3.800000 0.0 4.92036e-06
9 -8.400000 3.800000 0.0 4.92036e-06
10 -8.400000 3.800000 0.0 4.92036e-06
1 -8.400000 4.000000 0.0 4.04449e-06
2 -8.400000 4.000000 0.0 4.0445e-06
3 -8.400000 4.000000 0.0 4.0445e-06
4 -8.400000 4.000000 0.0 4.04449e-06
5 -8.400000 4.000000 0.0 4.04449e-06
6 -8.400000 4.000000 0.0 4.0445e-06
7 -8.400000 4.000000 0.0 4.0445e-06
8 -8.400000 4.000000 0.0 4.0445e-06
9 -8.400000 4.000000 0.0 4.0445e-06
10 -8.400000 4.000000 0.0 4.0445e-06
1 -8.400000 4.200000 0.0 3.32218e-06
2 -8.400000 4.200000 0.0 3.32219e-06
3 -8.400000 4.200000 0.0 3.32219e-06
4 -8.400000 4.200000 0.0 3.32219e-06
5 -8.400000 4.200000 0.0 3.32219e-06
6 -8.400000 4.200000 0.0 3.32219e-06
7 -8.400000 4.200000 0.0 3.32219e-06
8 -8.400000 4.200000 0.0 3.32219e-06
9 -8.400000 4.200000 0.0 3.32219e-06
10 -8.400000 4.200000 0.0 3.32218e-06
1 -8.400000 4.400000 0.0 2.72728e-06
2 -8.400000 4.400000 0.0 2.72728e-06
3 -8.400000 4.400000 0.0 2.72728e-06
4 -8.400000 4.400000 0.0 2.72728e-06
5 -8.400000 4.400000 0.0 2.72728e-06
6 -8.400000 4.400000 0.0 2.72728e-06
7 -8.400000 4.400000 0.0 2.72728e-06
8 -8.400000 4.400000 0.0 2.72728e-06
9 -8.400000 4.400000 0.0 2.72728e-06
10 -8.400000 4.400000 0.0 2.72728e-06
1 -8.400000 4.600000 0.0 2.23783e-06
2 -8.400000 4.600000 0.0 2.23783e-06
3 -8.400000 4.600000 0.0 2.23783e-06
4 -8.400000 4.600000 0.0 2.23783e-06
5 -8.400000 4.600000 0.0 2.23783e-06
6 -8.400000 4.600000 0.0 2.23783e-06
7 -8.400000 4.600000 0.0 2.23783e-06
8 -8.400000 4.600000 0.0 2.23783e-06
9 -8.400000 4.600000 0.0 2.23783e-06
10 -8.400000 4.600000 0.0 2.23783e-06
1 -8.400000 4.800000 0.0 1.83549e-06
2 -8.400000 4.800000 0.0 1.83549e-06
3 -8.400000 4.800000 0.0 1.83549e-06
4 -8.400000 4.800000 0.0 1.83549e-06
5 -8.400000 4.800000 0.0 1.83549e-06
6 -8.400000 4.800000 0.0 1.83549e-06
7 -8.400000 4.800000 0.0 1.83549e-06
8 -8.400000 4.800000 0.0 1.83549e-06
9 -8.400000 4.800000 0.0 1.83549e-06
10 -8.400000 4.800000 0.0 1.83549e-06
1 -8.400000 5.000000 0.0 1.505e-06
2 -8.400000 5.000000 0.0 1.505e-06
3 -8.400000 5.000000 0.0 1.505e-06
4 -8.400000 5.000000 0.0 1.505e-06
5 -8.400000 5.000000 0.0 1.505e-06
6 -8.400000 5.000000 0.0 1.505e-06
7 -8.400000 5.000000 0.0 1.505e-06
8 -8.400000 5.000000 0.0 1.505e-06
9 -8.400000 5.000000 0.0 1.505e-06
10 -8.400000 5.000000 0.0 1.505e-06
1 -8.400000 5.200000 0.0 1.23369e-06
2 -8.400000 5.200000 0.0 1.23369e-06
3 -8.400000 5.200000 0.0 1.23369e-06
4 -8.400000 5.200000 0.0 1.23369e-06
5 -8.400000 5.200000 0.0 1.23369e-06
6 -8.400000 5.200000 0.0 1.23369e-06
7 -8.400000 5.200000 0.0 1.23369e-06
8 -8.400000 5.200000 0.0 1.23369e-06
9 -8.400000 5.200000 0.0 1.23369e-06
10 -8.400000 5.200000 0.0 1.23369e-06
1 -8.400000 5.400000 0.0 1.01106e-06
2 -8.400000 5.400000 0.0 1.01106e-06
3 -8.400000 5.400000 0.0 1.01106e-06
4 -8.400000 5.400000 0.0 1.01106e-06
5 -8.400000 5.400000 0.0 1.01106e-06
6 -8.400000 5.400000 0.0 1.01106e-06
7 -8.400000 5.400000 0.0 1.01106e-06
8 -8.400000 5.400000 0.0 1.01106e-06
9 -8.400000 5.400000 0.0 1.01106e-06
10 -8.400000 5.400000 0.0 1.01106e-06
1 -8.400000 5.600000 0.0 8.28465e-07
2 -8.400000 5.600000 0.0 8.28465e-07
3 -8.400000 5.600000 0.0 8.28465e-07
4 -8.400000 5.600000 0.0 8.28465e-07
5 -8.400000 5.600000 0.0 8.28465e-07
6 -8.400000 5.600000 0.0 8.28465e-07
7 -8.400000 5.600000 0.0 8.28465e-07
8 -8.400000 5.600000 0.0 8.28465e-07
9 -8.400000 5.600000 0.0 8.28465e-07
10 -8.400000 5.600000 0.0 8.28465e-07
1 -8.400000 5.800000 0.0 6.78743e-07
2 -8.400000 5.800000 0.0 6.78743e-07
3 -8.400000 5.800000 0.0 6.78744e-07
4 -8.400000 5.800000 0.0 6.78743e-07
5 -8.400000 5.800000 0.0 6.78742e-07
6 -8.400000 5.800000 0.0 6.78743e-07
7 -8.400000 5.800000 0.0 6.78743e-07
8 -8.400000 5.800000 0.0 6.78743e-07
9 -8.400000 5.800000 0.0 6.78743e-07
10 -8.400000 5.800000 0.0 6.78743e-07
1 -8.400000 6.000000 0.0 5.56012e-07
2 -8.400000 6.000000 0.0 5.56012e-07
3 -8.400000 6.000000 0.0 5.56012e-07
4 -8.400000 6.000000 0.0 5.56012e-07
5 -8.400000 6.000000 0.0 5.56012e-07
6 -8.400000 6.000000 0.0 5.56012e-07
7 -8.400000 6.000000 0.0 5.56012e-07
8 -8.400000 6.000000 0.0 5.56012e-07
9 -8.400000 6.000000 0.0 5.56011e-07
10 -8.400000 6.000000 0.0 5.56012e-07
1 -8.400000 6.200000 0.0 4.55429e-07
2 -8.400000 6.200000 0.0 4.55428e-07
3 -8.400000 6.200000 0.0 4.55428e-07
4 -8.400000 6.200000 0.0 4.55428e-07
5 -8.400000 6.200000 0.0 4.55429e-07
6 -8.400000 6.200000 0.0 4.55429e-07
7 -8.400000 6.200000 0.0 4.55428e-07
8 -8.400000 6.200000 0.0 4.55428e-07
9 -8.400000 6.200000 0.0 4.55428e-07
10 -8.400000 6.200000 0.0 4.55429e-07
1 -8.400000 6.400000 0.0 3.7301e-07
2 -8.400000 6.400000 0.0 3.7301e-07
3 -8.400000 6.400000 0.0 3.7301e-07
4 -8.400000 6.400000 0.0 3.7301e-07
5 -8.400000 6.400000 0.0 3.7301e-07
6 -8.400000 6.400000 0.0 3.7301e-07
7 -8.400000 6.400000 0.0 3.7301e-07
8 -8.400000 6.400000 0.0 3.7301e-07
9 -8.400000 6.400000 0.0 3.7301e-07
10 -8.400000 6.400000 0.0 3.7301e-07
1 -8.400000 6.600000 0.0 3.05487e-07
2 -8.400000 6.600000 0.0 3.05487e-07
3 -8.400000 6.600000 0.0 3.05487e-07
4 -8.400000 6.600000 0.0 3.05487e-07
5 -8.400000 6.600000 0.0 3.05487e-07
6 -8.400000 6.600000 0.0 3.05487e-07
7 -8.400000 6.600000 0.0 3.05487e-07
8 -8.400000 6.600000 0.0 3.05487e-07
9 -8.400000 6.600000 0.0 3.05487e-07
10 -8.400000 6.600000 0.0 3.05487e-07
1 -8.400000 6.800000 0.0 2.50173e-07
2 -8.400000 6.800000 0.0 2.50173e-07
3 -8.400000 6.800000 0.0 2.50173e-07
4 -8.400000 6.800000 0.0 2.50173e-07
5 -8.400000 6.800000 0.0 2.50173e-07
6 -8.400000 6.800000 0.0 2.50173e-07
7 -8.400000 6.800000 0.0 2.50173e-07
8 -8.400000 6.800000 0.0 2.50173e-07
9 -8.400000 6.800000 0.0 2.50173e-07
10 -8.400000 6.800000 0.0 2.50173e-07
1 -8.400000 7.000000 0.0 2.04866e-07
2 -8.400000 7.000000 0.0 2.04866e-07
3 -8.400000 7.000000 0.0 2.04866e-07
4 -8.400000 7.000000 0.0 2.04866e-07
5 -8.400000 7.000000 0.0 2.04866e-07
6 -8.400000 7.000000 0.0 2.04866e-07
7 -8.400000 7.000000 0.0 2.04866e-07
8 -8.400000 7.000000 0.0 2.04866e-07
9 -8.400000 7.000000 0.0 2.04866e-07
10 -8.400000 7.000000 0.0 2.04866e-07
1 -8.400000 7.200000 0.0 1.67757e-07
2 -8.400000 7.200000 0.0 1.67758e-07
3 -8.400000 7.200000 0.0 1.67758e-07
4 -8.400000 7.200000 0.0 1.67758e-07
5 -8.400000 7.200000 0.0 1.67758e-07
6 -8.400000 7.200000 0.0 1.67758e-07
7 -8.400000 7.200000 0.0 1.67758e-07
8 -8.400000 7.200000 0.0 1.67758e-07
9 -8.400000 7.200000 0.0 1.67758e-07
10 -8.400000 7.200000 0.0 1.67757e-07
1 -8.400000 7.400000 0.0 1.37367e-07
2 -8.400000 7.400000 0.0 1.37367e-07
3 -8.400000 7.400000 0.0 1.37367e-07
4 -8.400000 7.400000 0.0 1.37367e-07
5 -8.400000 7.400000 0.0 1.37367e-07
6 -8.400000 7.400000 0.0 1.37367e-07
7 -8.400000 7.400000 0.0 1.37367e-07
8 -8.400000 7.400000 0.0 1.37367e-07
9 -8.400000 7.400000 0.0 1.37367e-07
10 -8.400000 7.400000 0.0 1.37367e-07
1 -8.400000 7.600000 0.0 1.12479e-07
2 -8.400000 7.600000 0.0 1.12479e-07
3 -8.400000 7.600000 0.0 1.12479e-07
4 -8.400000 7.600000 0.0 1.12479e-07
5 -8.400000 7.600000 0.0 1.12479e-07
6 -8.400000 7.600000 0.0 1.12479e-07
7 -8.400000 7.600000 0.0 1.12479e-07
8 -8.400000 7.600000 0.0 1.12479e-07
9 -8.400000 7.600000 0.0 1.12479e-07
10 -8.400000 7.600000 0.0 1.12479e-07
1 -8.400000 7.800000 0.0 9.20984e-08
2 -8.400000 7.800000 0.0 9.20984e-08
3 -8.400000 7.800000 0.0 9.20984e-08
4 -8.400000 7.800000 0.0 9.20984e-08
5 -8.400000 7.800000 0.0 9.20984e-08
6 -8.400000 7.800000 0.0 9.20982e-08
7 -8.400000 7.800000 0.0 9.20982e-08
8 -8.400000 7.800000 0.0 9.20984e-08
9 -8.400000 7.800000 0.0 9.20982e-08
10 -8.400000 7.800000 0.0 9.20984e-08
1 -8.400000 8.000000 0.0 7.54093e-08
2 -8.400000 8.000000 0.0 7.54093e-08
3 -8.400000 8.000000 0.0 7.54093e-08
4 -8.400000 8.000000 0.0 7.54093e-08
5 -8.400000 8.000000 0.0 7.54092e-08
6 -8.400000 8.000000 0.0 7.54093e-08
7 -8.400000 8.000000 0.0 7.54095e-08
8 -8.400000 8.000000 0.0 7.54095e-08
9 -8.400000 8.000000 0.0 7.54091e-08
10 -8.400000 8.000000 0.0 7.54094e-08
1 -8.400000 8.200000 0.0 6.17436e-08
2 -8.400000 8.200000 0.0 6.17437e-08
3 -8.400000 8.200000 0.0 6.17436e-08
4 -8.400000 8.200000 0.0 6.17437e-08
5 -8.400000 8.200000 0.0 6.17436e-08
6 -8.400000 8.200000 0.0 6.17436e-08
7 -8.400000 8.200000 0.0 6.17436e-08
8 -8.400000 8.200000 0.0 6.17438e-08
9 -8.400000 8.200000 0.0 6.17436e-08
10 -8.400000 8.200000 0.0 6.17436e-08
1 -8.400000 8.400000 0.0 5.0554e-08
2 -8.400000 8.400000 0.0 5.0554e-08
3 -8.400000 8.400000 0.0 5.0554e-08
4 -8.400000 8.400000 0.0 5.0554e-08
5 -8.400000 8.400000 0.0 5.0554e-08
6 -8.400000 8.400000 0.0 5.05539e-08
7 -8.400000 8.400000 0.0 5.05539e-08
8 -8.400000 8.400000 0.0 5.0554e-08
9 -8.400000 8.400000 0.0 5.05539e-08
10 -8.400000 8.400000 0.0 5.05539e-08
1 -8.400000 8.600000 0.0 4.13918e-08
2 -8.400000 8.600000 0.0 4.13918e-08
3 -8.400000 8.600000 0.0 4.13918e-08
4 -8.400000 8.600000 0.0 4.13918e-08
5 -8.400000 8.600000 0.0 4.13918e-08
6 -8.400000 8.600000 0.0 4.13918e-08
7 -8.400000 8.600000 0.0 4.13918e-08
8 -8.400000 8.600000 0.0 4.13917e-08
9 -8.400000 8.600000 0.0 4.13918e-08
10 -8.400000 8.600000 0.0 4.13918e-08
1 -8.400000 8.800000 0.0 3.38898e-08
2 -8.400000 8.800000 0.0 3.38898e-08
3 -8.400000 8.800000 0.0 3.38898e-08
4 -8.400000 8.800000 0.0 3.38899e-08
5 -8.400000 8.800000 0.0 3.38898e-08
6 -8.400000 8.800000 0.0 3.38898e-08
7 -8.400000 8.800000 0.0 3.38898e-08
8 -8.400000 8.800000 0.0 3.38899e-08
9 -8.400000 8.800000 0.0 3.38899e-08
10 -8.400000 8.800000 0.0 3.38898e-08
1 -8.400000 9.000000 0.0 2.77474e-08
2 -8.400000 9.000000 0.0 2.77474e-08
3 -8.400000 9.000000 0.0 2.77474e-08
4 -8.400000 9.000000 0.0 2.77475e-08
5 -8.400000 9.000000 0.0 2.77474e-08
6 -8.400000 9.000000 0.0 2.77474e-08
7 -8.400000 9.000000 0.0 2.77474e-08
8 -8.400000 9.000000 0.0 2.77474e-08
9 -8.400000 9.000000 0.0 2.77474e-08
10 -8.400000 9.000000 0.0 2.77474e-08
1 -8.400000 9.200000 0.0 2.27182e-08
2 -8.400000 9.200000 0.0 2.27182e-08
3 -8.400000 9.200000 0.0 2.27182e-08
4 -8.400000 9.200000 0.0 2.27182e-08
5 -8.400000 9.200000 0.0 2.27182e-08
6 -8.400000 9.200000 0.0 2.27181e-08
7 -8.400000 9.200000 0.0 2.27182e-08
8 -8.400000 9.200000 0.0 2.27182e-08
9 -8.400000 9.200000 0.0 2.27182e-08
10 -8.400000 9.200000 0.0 2.27182e-08
1 -8.400000 9.400000 0.0 1.86004e-08
2 -8.400000 9.400000 0.0 1.86005e-08
3 -8.400000 9.400000 0.0 1.86005e-08
4 -8.400000 9.400000 0.0 1.86004e-08
5 -8.400000 9.400000 0.0 1.86004e-08
6 -8.400000 9.400000 0.0 1.86004e-08
7 -8.400000 9.400000 0.0 1.86004e-08
8 -8.400000 9.400000 0.0 1.86004e-08
9 -8.400000 9.400000 0.0 1.86004e-08
10 -8.400000 9.400000 0.0 1.86004e-08
1 -8.400000 9.600000 0.0 1.52289e-08
2 -8.400000 9.600000 0.0 1.52289e-08
3 -8.400000 9.600000 0.0 1.5229e-08
4 -8.400000 9.600000 0.0 1.52289e-08
5 -8.400000 9.600000 0.0 1.5229e-08
6 -8.400000 9.600000 0.0 1.5229e-08
7 -8.400000 9.600000 0.0 1.52289e-08
8 -8.400000 9.600000 0.0 1.52289e-08
9 -8.400000 9.600000 0.0 1.52289e-08
10 -8.400000 9.600000 0.0 1.52289e-08
1 -8.400000 9.800000 0.0 1.24685e-08
2 -8.400000 9.800000 0.0 1.24686e-08
3 -8.400000 9.800000 0.0 1.24685e-08
4 -8.400000 9.800000 0.0 1.24685e-08
5 -8.400000 9.800000 0.0 1.24686e-08
6 -8.400000 9.800000 0.0 1.24686e-08
7 -8.400000 9.800000 0.0 1.24685e-08
8 -8.400000 9.800000 0.0 1.24685e-08
9 -8.400000 9.800000 0.0 1.24686e-08
10 -8.400000 9.800000 0.0 1.24686e-08
1 -8.400000 10.000000 0.0 1.02085e-08
2 -8.400000 10.000000 0.0 1.02085e-08
3 -8.400000 10.000000 0.0 1.02085e-08
4 -8.400000 10.000000 0.0 1.02085e-08
5 -8.400000 10.000000 0.0 1.02085e-08
6 -8.400000 10.000000 0.0 1.02085e-08
7 -8.400000 10.000000 0.0 1.02085e-08
8 -8.400000 10.000000 0.0 1.02085e-08
9 -8.400000 10.000000 0.0 1.02085e-08
10 -8.400000 10.000000 0.0 1.02085e-08
1 -8.200000 -10.000000 0.0 0.000274566
2 -8.200000 -10.000000 0.0 0.000274566
3 -8.200000 -10.000000 0.0 0.000274566
4 -8.200000 -10.000000 0.0 0.000274566
5 -8.200000 -10.000000 0.0 0.000274566
6 -8.200000 -10.000000 0.0 0.000274566
7 -8.200000 -10.000000 0.0 0.000274566
8 -8.200000 -10.000000 0.0 0.000274565
9 -8.200000 -10.000000 0.0 0.000274566
10 -8.200000 -10.000000 0.0 0.000274566
1 -8.200000 -9.800000 0.0 0.000274563
2 -8.200000 -9.800000 0.0 0.000274563
3 -8.200000 -9.800000 0.0 0.000274563
4 -8.200000 -9.800000 0.0 0.000274563
5 -8.200000 -9.800000 0.0 0.000274563
6 -8.200000 -9.800000 0.0 0.000274563
7 -8.200000 -9.800000 0.0 0.000274563
8 -8.200000 -9.800000 0.0 0.000274563
9 -8.200000 -9.800000 0.0 0.000274563
10 -8.200000 -9.800000 0.0 0.000274563
1 -8.200000 -9.600000 0.0 0.00027456
2 -8.200000 -9.600000 0.0 0.00027456
3 -8.200000 -9.600000 0.0 0.00027456
4 -8.200000 -9.600000 0.0 0.00027456
5 -8.200000 -9.600000 0.0 0.00027456
6 -8.200000 -9.600000 0.0 0.000274559
7 -8.200000 -9.600000 0.0 0.00027456
8 -8.200000 -9.600000 0.0 0.00027456
9 -8.200000 -9.600000 0.0 0.000274559
10 -8.200000 -9.600000 0.0 0.000274559
1 -8.200000 -9.400000 0.0 0.000274556
2 -8.200000 -9.400000 0.0 0.000274555
3 -8.200000 -9.400000 0.0 0.000274556
4 -8.200000 -9.400000 0.0 0.000274555
5 -8.200000 -9.400000 0.0 0.000274555
6 -8.200000 -9.400000 0.0 0.000274555
7 -8.200000 -9.400000 0.0 0.000274556
8 -8.200000 -9.400000 0.0 0.000274555
9 -8.200000 -9.400000 0.0 0.000274556
10 -8.200000 -9.400000 0.0 0.000274555
1 -8.200000 -9.200000 0.0 0.00027455
2 -8.200000 -9.200000 0.0 0.00027455
3 -8.200000 -9.200000 0.0 0.00027455
4 -8.200000 -9.200000 0.0 0.00027455
5 -8.200000 -9.200000 0.0 0.00027455
6 -8.200000 -9.200000 0.0 0.000274551
7 -8.200000 -9.200000 0.0 0.000274551
8 -8.200000 -9.200000 0.0 0.000274551
9 -8.200000 -9.200000 0.0 0.00027455
10 -8.200000 -9.200000 0.0 0.000274551
1 -8.200000 -9.000000 0.0 0.000274544
2 -8.200000 -9.000000 0.0 0.000274544
3 -8.200000 -9.000000 0.0 0.000274544
4 -8.200000 -9.000000 0.0 0.000274544
5 -8.200000 -9.000000 0.0 0.000274544
6 -8.200000 -9.000000 0.0 0.000274544
7 -8.200000 -9.000000 0.0 0.000274544
8 -8.200000 -9.000000 0.0 0.000274544
9 -8.200000 -9.000000 0.0 0.000274544
10 -8.200000 -9.000000 0.0 0.000274545
1 -8.200000 -8.800000 0.0 0.000274537
2 -8.200000 -8.800000 0.0 0.000274537
3 -8.200000 -8.800000 0.0 0.000274537
4 -8.200000 -8.800000 0.0 0.000274537
5 -8.200000 -8.800000 0.0 0.000274537
6 -8.200000 -8.800000 0.0 0.000274537
7 -8.200000 -8.800000 0.0 0.000274537
8 -8.200000 -8.800000 0.0 0.000274537
9 -8.200000 -8.800000 0.0 0.000274537
10 -8.200000 -8.800000 0.0 0.000274537
1 -8.200000 -8.600000 0.0 0.000274527
2 -8.200000 -8.600000 0.0 0.000274528
3 -8.200000 -8.600000 0.0 0.000274528
4 -8.200000 -8.600000 0.0 0.000274528
5 -8.200000 -8.600000 0.0 0.000274528
6 -8.200000 -8.600000 0.0 0.000274528
7 -8.200000 -8.600000 0.0 0.000274528
8 -8.200000 -8.600000 0.0 0.000274528
9 -8.200000 -8.600000 0.0 0.000274528
10 -8.200000 -8.600000 0.0 0.000274528
1 -8.200000 -8.400000 0.0 0.000274516
2 -8.200000 -8.400000 0.0 0.000274517
3 -8.200000 -8.400000 0.0 0.000274517
4 -8.200000 -8.400000 0.0 0.000274517
5 -8.200000 -8.400000 0.0 0.000274516
6 -8.200000 -8.400000 0.0 0.000274516
7 -8.200000 -8.400000 0.0 0.000274516
8 -8.200000 -8.400000 0.0 0.000274516
9 -8.200000 -8.400000 0.0 0.000274517
10 -8.200000 -8.400000 0.0 0.000274516
1 -8.200000 -8.200000 0.0 0.000274503
2 -8.200000 -8.200000 0.0 0.000274503
3 -8.200000 -8.200000 0.0 0.000274503
4 -8.200000 -8.200000 0.0 0.000274503
5 -8.200000 -8.200000 0.0 0.000274503
6 -8.200000 -8.200000 0.0 0.000274503
7 -8.200000 -8.200000 0.0 0.000274503
8 -8.200000 -8.200000 0.0 0.000274503
9 -8.200000 -8.200000 0.0 0.000274503
10 -8.200000 -8.200000 0.0 0.000274503
1 -8.200000 -8.000000 0.0 0.000274486
2 -8.200000 -8.000000 0.0 0.000274486
3 -8.200000 -8.000000 0.0 0.000274486
4 -8.200000 -8.000000 0.0 0.000274486
5 -8.200000 -8.000000 0.0 0.000274486
6 -8.200000 -8.000000 0.0 0.000274486
7 -8.200000 -8.000000 0.0 0.000274486
8 -8.200000 -8.000000 0.0 0.000274486
9 -8.200000 -8.000000 0.0 0.000274486
10 -8.200000 -8.000000 0.0 0.000274486
1 -8.200000 -7.800000 0.0 0.000274466
2 -8.200000 -7.800000 0.0 0.000274466
3 -8.200000 -7.800000 0.0 0.000274466
4 -8.200000 -7.800000 0.0 0.000274466
5 -8.200000 -7.800000 0.0 0.000274466
6 -8.200000 -7.800000 0.0 0.000274466
7 -8.200000 -7.800000 0.0 0.000274466
8 -8.200000 -7.800000 0.0 0.000274466
9 -8.200000 -7.800000 0.0 0.000274466
10 -8.200000 -7.800000 0.0 0.000274466
1 -8.200000 -7.600000 0.0 0.000274441
2 -8.200000 -7.600000 0.0 0.000274441
3 -8.200000 -7.600000 0.0 0.000274441
4 -8.200000 -7.600000 0.0 0.000274441
5 -8.200000 -7.600000 0.0 0.000274441
6 -8.200000 -7.600000 0.0 0.000274441
7 -8.200000 -7.600000 0.0 0.000274441
8 -8.200000 -7.600000 0.0 0.000274441
9 -8.200000 -7.600000 0.0 0.000274441
10 -8.200000 -7.600000 0.0 0.000274441
1 -8.200000 -7.400000 0.0 0.000274411
2 -8.200000 -7.400000 0.0 0.00027441
3 -8.200000 -7.400000 0.0 0.000274411
4 -8.200000 -7.400000 0.0 0.00027441
5 -8.200000 -7.400000 0.0 0.000274411
6 -8.200000 -7.400000 0.0 0.000274411
7 -8.200000 -7.400000 0.0 0.000274411
8 -8.200000 -7.400000 0.0 0.000274411
9 -8.200000 -7.400000 0.0 0.00027441
10 -8.200000 -7.400000 0.0 0.000274411
1 -8.200000 -7.200000 0.0 0.000274373
2 -8.200000 -7.200000 0.0 0.000274373
3 -8.200000 -7.200000 0.0 0.000274373
4 -8.200000 -7.200000 0.0 0.000274373
5 -8.200000 -7.200000 0.0 0.000274373
6 -8.200000 -7.200000 0.0 0.000274373
7 -8.200000 -7.200000 0.0 0.000274373
8 -8.200000 -7.200000 0.0 0.000274373
9 -8.200000 -7.200000 0.0 0.000274373
10 -8.200000 -7.200000 0.0 0.000274373
1 -8.200000 -7.000000 0.0 0.000274328
2 -8.200000 -7.000000 0.0 0.000274328
3 -8.200000 -7.000000 0.0 0.000274328
4 -8.200000 -7.000000 0.0 0.000274328
5 -8.200000 -7.000000 0.0 0.000274328
6 -8.200000 -7.000000 0.0 0.000274328
7 -8.200000 -7.000000 0.0 0.000274328
8 -8.200000 -7.000000 0.0 0.000274328
9 -8.200000 -7.000000 0.0 0.000274328
10 -8.200000 -7.000000 0.0 0.000274328
1 -8.200000 -6.800000 0.0 0.000274273
2 -8.200000 -6.800000 0.0 0.000274273
3 -8.200000 -6.800000 0.0 0.000274273
4 -8.200000 -6.800000 0.0 0.000274273
5 -8.200000 -6.800000 0.0 0.000274273
6 -8.200000 -6.800000 0.0 0.000274273
7 -8.200000 -6.800000 0.0 0.000274273
8 -8.200000 -6.800000 0.0 0.000274273
9 -8.200000 -6.800000 0.0 0.000274273
10 -8.200000 -6.800000 0.0 0.000274273
1 -8.200000 -6.600000 0.0 0.000274206
2 -8.200000 -6.600000 0.0 0.000274205
3 -8.200000 -6.600000 0.0 0.000274205
4 -8.200000 -6.600000 0.0 0.000274206
5 -8.200000 -6.600000 0.0 0.000274205
6 -8.200000 -6.600000 0.0 0.000274205
7 -8.200000 -6.600000 0.0 0.000274205
8 -8.200000 -6.600000 0.0 0.000274205
9 -8.200000 -6.600000 0.0 0.000274206
10 -8.200000 -6.600000 0.0 0.000274205
1 -8.200000 -6.400000 0.0 0.000274123
2 -8.200000 -6.400000 0.0 0.000274123
3 -8.200000 -6.400000 0.0 0.000274123
4 -8.200000 -6.400000 0.0 0.000274123
5 -8.200000 -6.400000 0.0 0.000274123
6 -8.200000 -6.400000 0.0 0.000274123
7 -8.200000 -6.400000 0.0 0.000274123
8 -8.200000 -6.400000 0.0 0.000274123
9 -8.200000 -6.400000 0.0 0.000274123
10 -8.200000 -6.400000 0.0 0.000274123
1 -8.200000 -6.200000 0.0 0.000274023
2 -8.200000 -6.200000 0.0 0.000274022
3 -8.200000 -6.200000 0.0 0.000274022
4 -8.200000 -6.200000 0.0 0.000274022
5 -8.200000 -6.200000 0.0 0.000274022
6 -8.200000 -6.200000 0.0 0.000274022
7 -8.200000 -6.200000 0.0 0.000274022
8 -8.200000 -6.200000 0.0 0.000274022
9 -8.200000 -6.200000 0.0 0.000274022
10 -8.200000 -6.200000 0.0 0.000274022
1 -8.200000 -6.000000 0.0 0.000273899
2 -8.200000 -6.000000 0.0 0.000273899
3 -8.200000 -6.000000 0.0 0.000273899
4 -8.200000 -6.000000 0.0 0.000273899
5 -8.200000 -6.000000 0.0 0.000273899
6 -8.200000 -6.000000 0.0 0.000273899
7 -8.200000 -6.000000 0.0 0.000273899
8 -8.200000 -6.000000 0.0 0.000273899
9 -8.200000 -6.000000 0.0 0.0002739
10 -8.200000 -6.000000 0.0 0.000273899
1 -8.200000 -5.800000 0.0 0.00027375
2 -8.200000 -5.800000 0.0 0.00027375
3 -8.200000 -5.800000 0.0 0.00027375
4 -8.200000 -5.800000 0.0 0.00027375
5 -8.200000 -5.800000 0.0 0.00027375
6 -8.200000 -5.800000 0.0 0.00027375
7 -8.200000 -5.800000 0.0 0.000273749
8 -8.200000 -5.800000 0.0 0.00027375
9 -8.200000 -5.800000 0.0 0.00027375
10 -8.200000 -5.800000 0.0 0.00027375
1 -8.200000 -5.600000 0.0 0.000273567
2 -8.200000 -5.600000 0.0 0.000273567
3 -8.200000 -5.600000 0.0 0.000273567
4 -8.200000 -5.600000 0.0 0.000273567
5 -8.200000 -5.600000 0.0 0.000273567
6 -8.200000 -5.600000 0.0 0.000273567
7 -8.200000 -5.600000 0.0 0.000273567
8 -8.200000 -5.600000 0.0 0.000273567
9 -8.200000 -5.600000 0.0 0.000273567
10 -8.200000 -5.600000 0.0 0.000273567
1 -8.200000 -5.400000 0.0 0.000273344
2 -8.200000 -5.400000 0.0 0.000273344
3 -8.200000 -5.400000 0.0 0.000273344
4 -8.200000 -5.400000 0.0 0.000273344
