x,mean,std_deviation,significant_digits
-1.0,-32.0,4.127880273551288e-15,15.8894228859435
-0.99,-31.67999999999999,1.0834320592306957e-14,15.465983490511585
-0.98,-31.360000000000003,3.809860975949991e-15,15.915466925706692
-0.97,-31.039999999999992,7.619721951899982e-15,15.609982588616461
-0.96,-30.720000000000006,7.149698361352146e-15,15.633133491623237
-0.95,-30.399999999999995,4.278033777464535e-15,15.851629374362364
-0.94,-30.080000000000002,3.809860975949991e-15,15.897368703613896
-0.93,-29.76,2.7519201823675253e-15,15.954589770191001
-0.92,-29.440000000000005,4.351167857633658e-15,15.830331968008718
-0.91,-29.119999999999997,4.203627514058621e-15,15.840567144672978
-0.9,-28.8,2.1018137570293106e-15,15.954589770191001
-0.89,-28.48,2.1018137570293106e-15,15.954589770191001
-0.88,-28.160000000000004,3.2754401705733782e-15,15.934362979484026
-0.87,-27.840000000000003,4.4230928601467425e-15,15.798943173724476
-0.86,-27.52,2.5121479338940403e-15,15.954589770191001
-0.85,-27.200000000000006,7.237428003557285e-15,15.57498464754925
-0.84,-26.880000000000003,3.891802844472395e-15,15.839278433229072
-0.83,-26.560000000000002,3.891802844472395e-15,15.834077239543264
-0.82,-26.24,1.5888218580782547e-15,15.954589770191001
-0.81,-25.920000000000005,3.809860975949991e-15,15.832725868892847
-0.8,-25.600000000000005,3.7261175413410954e-15,15.836983414603834
-0.79,-25.279999999999994,6.879800455918813e-15,15.565201227617585
-0.78,-24.959999999999997,4.278033777464535e-15,15.766000371763996
-0.77,-24.639999999999997,3.552713678800501e-15,15.841080495363485
-0.76,-24.32,1.7763568394002505e-15,15.954589770191001
-0.75,-24.0,2.1018137570293106e-15,15.954589770191001
-0.74,-23.68,2.7519201823675253e-15,15.934745864730157
-0.73,-23.360000000000003,3.809860975949991e-15,15.787563710134654
-0.72,-23.040000000000003,4.203627514058621e-15,15.738858248783153
-0.71,-22.720000000000006,7.494457715654685e-15,15.481668113419612
-0.7,-22.399999999999995,4.4938668397781774e-15,15.697627818877297
-0.69,-22.079999999999995,3.076740298213702e-15,15.855908229232409
-0.68,-21.759999999999998,3.7261175413410954e-15,15.766402340318127
-0.67,-21.44,2.1018137570293106e-15,15.954589770191001
-0.66,-21.120000000000005,3.891802844472395e-15,15.73454308270906
-0.65,-20.800000000000004,4.4230928601467425e-15,15.672337277748714
-0.64,-20.48,2.7519201823675253e-15,15.871694118983068
-0.63,-20.160000000000004,4.4230928601467425e-15,15.65876447055944
-0.62,-19.839999999999996,4.203627514058621e-15,15.673917441850138
-0.61,-19.519999999999996,3.891802844472395e-15,15.700328982177957
-0.6,-19.2,2.1018137570293106e-15,15.954589770191001
-0.59,-18.880000000000003,3.891802844472395e-15,15.685851158809335
-0.58,-18.559999999999995,4.699798436761765e-15,15.596498739410793
-0.57,-18.240000000000002,3.370400129833633e-15,15.733343371143832
-0.56,-17.920000000000005,3.1776437161565094e-15,15.751232803701232
-0.55,-17.600000000000005,3.7261175413410954e-15,15.674256117106134
-0.54,-17.28,2.383232787117382e-15,15.8603772731263
-0.53,-16.959999999999997,4.5635433489597435e-15,15.57012366768484
-0.52,-16.639999999999997,3.552713678800501e-15,15.670593113825802
-0.51,-16.32,2.2469334198890887e-15,15.861129950624958
-0.5,-16.0,9.729507111180987e-16,15.954589770191001
-0.49,-15.680000000000001,2.025358414490942e-15,15.88884416973008
-0.48,-15.360000000000003,3.991865514451162e-15,15.585215314171242
-0.47,-15.040000000000001,2.063940136775644e-15,15.862550739543199
-0.46,-14.720000000000002,2.2469334198890887e-15,15.816317606208596
-0.45,-14.4,1.0509068785146553e-15,15.954589770191001
-0.44,-14.080000000000002,1.9860273225978185e-15,15.850617435837144
-0.43,-13.759999999999996,3.830510780184651e-15,15.555361744989593
-0.42,-13.440000000000001,2.2115464300733712e-15,15.78370320716774
-0.41,-13.12,1.1234667099445444e-15,15.954589770191001
-0.4,-12.800000000000002,1.8630587706705477e-15,15.836983414603834
-0.39,-12.479999999999999,2.2469334198890887e-15,15.744624381553521
-0.38,-12.16,8.881784197001252e-16,15.954589770191001
-0.37,-11.84,1.1234667099445444e-15,15.954589770191001
-0.36,-11.520000000000001,2.063940136775644e-15,15.746755382374769
-0.35,-11.199999999999998,2.175583928816829e-15,15.71164218067742
-0.34,-10.879999999999999,2.025358414490942e-15,15.730127006743821
-0.33,-10.559999999999999,1.820224107610997e-15,15.763539056197903
-0.32,-10.24,1.3173814904902171e-15,15.890588399427768
-0.31,-9.919999999999998,1.9860273225978185e-15,15.698526453185229
-0.3,-9.599999999999998,1.820224107610997e-15,15.722146371039678
-0.29,-9.279999999999998,1.8630587706705477e-15,15.697321421174827
-0.28,-8.960000000000003,1.9860273225978185e-15,15.654322790693175
-0.27,-8.64,1.1234667099445444e-15,15.88595353434999
-0.26,-8.319999999999999,1.8630587706705477e-15,15.64989677124669
-0.25,-8.0,9.101120538054985e-16,15.943995120656034
-0.24,-7.6800000000000015,1.8945493181111977e-15,15.607855304902015
-0.23,-7.360000000000002,1.9152553900923254e-15,15.584651121091582
-0.22,-7.040000000000001,1.0695084443661337e-15,15.818388441223684
-0.21,-6.719999999999999,1.1408858372399359e-15,15.770127084145932
-0.2,-6.400000000000001,9.930136612989092e-16,15.809224750678919
-0.19,-6.08,4.864753555590494e-16,15.954589770191001
-0.18,-5.760000000000001,1.1408858372399359e-15,15.703180294515318
-0.17,-5.4399999999999995,9.729507111180987e-16,15.747508059873427
-0.16,-5.120000000000001,1.0877919644084146e-15,15.67272411464705
-0.15,-4.8,7.160723346098896e-16,15.826284342253219
-0.14,-4.480000000000001,1.2560739669470201e-15,15.552262799365213
-0.13,-4.159999999999999,1.1749496091904413e-15,15.549074089482655
-0.12,-3.8400000000000007,9.627624648035926e-16,15.600812074262713
-0.11,-3.5200000000000005,5.15985034193911e-16,15.833905558093669
-0.1,-3.2000000000000006,5.15985034193911e-16,15.792512872935443
-0.09,-2.8800000000000003,5.874748045952207e-16,15.690403242279125
-0.08,-2.56,2.6272671962866383e-16,15.954589770191001
-0.07,-2.2400000000000007,5.063396036227355e-16,15.645806121043785
-0.06,-1.9200000000000004,4.864753555590494e-16,15.596240384542778
-0.05,-1.6000000000000003,2.1065000811460205e-16,15.880558502463284
-0.04,-1.2800000000000002,2.764433037591714e-16,15.665603895089745
-0.03,-0.9600000000000002,2.603703785810335e-16,15.56667965848345
-0.02,-0.6400000000000002,2.0471501066083614e-16,15.495030285653764
-0.01,-0.32,3.7238012298709096e-17,15.934163487287218
0.0,0.0,0.0,15.954589770191001
0.01,0.3200000000000001,1.1511037319626837e-16,15.444035516385098
0.02,0.6400000000000002,2.1065000811460205e-16,15.482618493791247
0.03,0.9600000000000002,2.432376777795247e-16,15.596240384542778
0.04,1.2800000000000005,3.9720546451956367e-16,15.508194755014937
0.05,1.6000000000000003,2.673771110915334e-16,15.77699575606546
0.06,1.9200000000000004,4.710277376051325e-16,15.6102547463429
0.07,2.2400000000000007,5.438959822042073e-16,15.614732167669363
0.08,2.5600000000000005,4.864753555590494e-16,15.721179121151078
0.09,2.8800000000000003,5.704429186199679e-16,15.703180294515318
0.1,3.2000000000000006,4.965068306494546e-16,15.809224750678919
0.11,3.5199999999999996,4.864753555590494e-16,15.85948181931736
0.12,3.8400000000000007,9.979663786127904e-16,15.585215314171242
0.13,4.159999999999999,1.1408858372399359e-15,15.561851141718849
0.14,4.480000000000001,1.2242694637700976e-15,15.56340099672079
0.15,4.799999999999999,1.1580429779916288e-15,15.61751655988551
0.16,5.120000000000002,1.7874245903380365e-15,15.457042232567556
0.17,5.44,5.254534392573277e-16,15.954589770191001
0.18,5.760000000000001,1.2402736654387905e-15,15.666904960941013
0.19,6.08,4.864753555590494e-16,15.954589770191001
0.2,6.400000000000001,8.881784197001252e-16,15.857679757182947
0.21,6.719999999999999,9.101120538054985e-16,15.868274406717916
0.22,7.039999999999999,1.031970068387822e-15,15.833905558093669
0.23,7.360000000000002,1.7540118387177282e-15,15.622845294023309
0.24,7.6800000000000015,1.7199501139797033e-15,15.649845369366712
0.25,8.0,7.691850745534255e-16,15.954589770191001
0.26,8.319999999999999,2.480547330877581e-15,15.525575808144543
0.27,8.639999999999997,3.618714001778642e-15,15.377959481657925
0.28,8.960000000000003,1.8630587706705477e-15,15.68208145461809
0.29,9.280000000000001,1.9459014222361975e-15,15.678427140730129
0.3,9.599999999999998,2.3160859559832576e-15,15.61751655988551
0.31,9.919999999999998,2.175583928816829e-15,15.658935830161417
0.32,10.240000000000004,3.5968484601974254e-15,15.454377815815024
0.33,10.56,1.0509068785146553e-15,15.954589770191001
0.34,10.88,1.1234667099445444e-15,15.954589770191001
0.35,11.199999999999998,1.6852000649168164e-15,15.822566555485597
0.36,11.520000000000001,1.9459014222361975e-15,15.77233164359846
0.37,11.84,5.617333549722722e-16,15.954589770191001
0.38,12.16,1.4321446692197793e-15,15.928946684150366
0.39,12.479999999999999,2.4161065164093008e-15,15.713098508679977
0.4,12.800000000000002,1.8630587706705477e-15,15.836983414603834
0.41,13.120000000000001,1.7313784796629085e-15,15.879541819930296
0.42,13.440000000000001,1.9860273225978185e-15,15.830414049748857
0.43,13.759999999999996,3.747228857827342e-15,15.564908215944104
0.44,14.080000000000002,2.025358414490942e-15,15.842100766187754
0.45,14.399999999999997,3.462756959325817e-15,15.618940481321923
0.46,14.720000000000004,3.3469127347659316e-15,15.643263421009012
0.47,15.040000000000001,1.9049304879749955e-15,15.897368703613896
0.48,15.360000000000003,3.574849180676073e-15,15.633133491623237
0.49,15.680000000000001,2.3160859559832576e-15,15.830591385194362
0.5,16.0,1.9459014222361975e-15,15.91499914716719
0.51,16.32,3.076740298213702e-15,15.72462931459309
0.52,16.639999999999997,4.5635433489597435e-15,15.561851141718849
0.53,16.959999999999997,3.972054645195637e-15,15.630410633287765
0.54,17.279999999999994,7.53644380168212e-15,15.3603772731263
0.55,17.600000000000005,4.632171911966515e-15,15.57972799899611
0.56,17.920000000000005,4.278033777464535e-15,15.622093796079717
0.57,18.24,1.7763568394002505e-15,15.954589770191001
0.58,18.560000000000002,3.640448215221994e-15,15.707423114218972
0.59,18.879999999999995,3.7261175413410954e-15,15.704745439254035
0.6,19.199999999999996,3.7261175413410954e-15,15.712044677995534
0.61,19.519999999999996,4.203627514058621e-15,15.666855587362651
0.62,19.839999999999993,7.0608787845400624e-15,15.448682911876027
0.63,20.160000000000004,4.278033777464535e-15,15.673246318527097
0.64,20.480000000000004,4.699798436761765e-15,15.639250719831743
0.65,20.8,1.9459014222361975e-15,15.954589770191001
0.66,21.12,2.2469334198890887e-15,15.954589770191001
0.67,21.44,2.2469334198890887e-15,15.954589770191001
0.68,21.759999999999998,3.7261175413410954e-15,15.766402340318127
0.69,22.079999999999995,4.127880273551288e-15,15.728271976680755
0.7,22.399999999999995,4.632171911966515e-15,15.684463349516124
0.71,22.720000000000006,7.367063884561176e-15,15.489113891120285
0.72,23.040000000000003,4.050716828981884e-15,15.754950590468853
0.73,23.360000000000003,4.351167857633658e-15,15.729867000783619
0.74,23.68,1.7763568394002505e-15,15.954589770191001
0.75,24.0,2.5121479338940403e-15,15.954589770191001
0.76,24.32,1.9459014222361975e-15,15.954589770191001
0.77,24.639999999999997,3.7261175413410954e-15,15.820384152784372
0.78,24.959999999999997,4.203627514058621e-15,15.773620355042365
0.79,25.28,2.2469334198890887e-15,15.954589770191001
0.8,25.600000000000005,3.891802844472395e-15,15.818089134159134
0.81,25.920000000000005,5.209300830207717e-15,15.696855559111851
0.82,26.24,1.9459014222361975e-15,15.954589770191001
0.83,26.559999999999995,4.278033777464535e-15,15.79298386144959
0.84,26.880000000000003,3.809860975949991e-15,15.848520136076079
0.85,27.200000000000006,6.598872780119333e-15,15.615099148368659
0.86,27.52,2.383232787117382e-15,15.954589770191001
0.87,27.839999999999996,4.766465574234764e-15,15.766472770257968
0.88,28.160000000000004,3.809860975949991e-15,15.868723522164366
0.89,28.48,2.5121479338940403e-15,15.954589770191001
0.9,28.799999999999994,6.693825469531863e-15,15.633718103102781
0.91,29.120000000000005,3.552713678800501e-15,15.913631162512097
0.92,29.440000000000005,3.972054645195637e-15,15.86992259103253
0.93,29.76,2.7519201823675253e-15,15.954589770191001
0.94,30.080000000000002,3.640448215221994e-15,15.917122974255733
0.95,30.399999999999995,3.809860975949991e-15,15.901964455303045
0.96,30.720000000000006,7.944109290391274e-15,15.587376001062562
0.97,31.039999999999992,7.367063884561176e-15,15.624627276667455
0.98,31.360000000000003,5.086711874211983e-15,15.789938915355622
0.99,31.67999999999999,1.1121753006547783e-14,15.454611926942306
1.0,32.0,2.8642893384395585e-15,15.954589770191001
