x0,x1,x2,mean,std,min,max,count,sig_digits
700.0,698.0,690.0,0.880762,0.0,0.880762,0.880762,10,7.224719895935548
700.0,698.0,690.5,0.8807389999999999,1.1102230246251565e-16,0.880739,0.880739,10,7.224719895935548
700.0,698.0,691.0,0.880701,0.0,0.880701,0.880701,10,7.224719895935548
700.0,698.0,691.5,0.8806390000000001,1.1102230246251565e-16,0.880639,0.880639,10,7.224719895935548
700.0,698.0,692.0,0.880537,0.0,0.880537,0.880537,10,7.224719895935548
700.0,698.0,692.5,0.880368,0.0,0.880368,0.880368,10,7.224719895935548
700.0,698.0,693.0,0.88009,0.0,0.88009,0.88009,10,7.224719895935548
700.0,698.0,693.5,0.879632,0.0,0.879632,0.879632,10,7.224719895935548
700.0,698.0,694.0,0.878878,0.0,0.878878,0.878878,10,7.224719895935548
700.0,698.0,694.5,0.8776379999999999,1.1102230246251565e-16,0.877638,0.877638,10,7.224719895935548
700.0,698.0,695.0,0.8756008999999999,2.9999999997532e-07,0.8756,0.875601,10,6.465184944608525
700.0,698.0,695.5,0.8722619999999999,1.1102230246251565e-16,0.872262,0.872262,10,7.224719895935548
700.0,698.0,696.0,0.866813,0.0,0.866813,0.866813,10,7.224719895935548
700.0,698.0,696.5,0.857977,0.0,0.857977,0.857977,10,7.224719895935548
700.0,698.0,697.0,0.8437949999999999,1.1102230246251565e-16,0.843795,0.843795,10,7.224719895935548
700.0,698.0,697.5,0.8214089999999998,1.1102230246251565e-16,0.821409,0.821409,10,7.224719895935548
700.0,698.0,698.0,0.786986,0.0,0.786986,0.786986,10,7.224719895935548
700.0,698.0,698.5,0.7361250000000001,1.1102230246251565e-16,0.736125,0.736125,10,7.224719895935548
700.0,698.0,699.0,0.665241,0.0,0.665241,0.665241,10,7.224719895935548
700.0,698.0,699.5,0.574097,0.0,0.574097,0.574097,10,7.224719895935548
700.0,698.0,700.0,0.4683109,2.9999999999197334e-07,0.46831,0.468311,10,6.1934130114549095
700.0,698.5,690.0,0.817544,0.0,0.817544,0.817544,10,7.224719895935548
700.0,698.5,690.5,0.8175241,2.9999999997532004e-07,0.817524,0.817525,10,6.4353793095141265
700.0,698.5,691.0,0.817492,0.0,0.817492,0.817492,10,7.224719895935548
700.0,698.5,691.5,0.8174384,4.89897948570723e-07,0.817438,0.817439,10,6.222349414411359
700.0,698.5,692.0,0.81735,0.0,0.81735,0.81735,10,7.224719895935548
700.0,698.5,692.5,0.8172049999999998,1.1102230246251565e-16,0.817205,0.817205,10,7.224719895935548
700.0,698.5,693.0,0.816965,0.0,0.816965,0.816965,10,7.224719895935548
700.0,698.5,693.5,0.816571,0.0,0.816571,0.816571,10,7.224719895935548
700.0,698.5,694.0,0.815921,0.0,0.815921,0.815921,10,7.224719895935548
700.0,698.5,694.5,0.8148519999999999,1.1102230246251565e-16,0.814852,0.814852,10,7.224719895935548
700.0,698.5,695.0,0.813095,0.0,0.813095,0.813095,10,7.224719895935548
700.0,698.5,695.5,0.8102160000000002,1.1102230246251565e-16,0.810216,0.810216,10,7.224719895935548
