x0,x1,x2,mean,std,min,max,count,sig_digits
690.0,-10.0,0.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,0.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,1.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,1.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,2.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,2.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,3.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,3.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,4.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,4.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,5.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,5.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,6.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,6.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,7.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,7.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,8.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,8.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,9.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,9.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-10.0,10.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,0.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,0.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,1.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,1.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,2.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,2.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,3.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,3.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,4.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,4.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,5.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,5.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,6.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,6.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,7.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,7.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,8.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,8.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,9.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,9.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.5,10.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,0.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,0.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,1.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,1.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,2.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,2.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,3.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,3.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,4.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,4.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,5.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,5.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,6.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,6.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,7.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,7.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,8.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,8.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,9.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,9.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-9.0,10.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,0.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,0.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,1.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,1.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,2.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,2.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,3.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,3.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,4.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,4.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,5.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,5.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,6.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,6.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,7.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,7.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,8.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,8.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,9.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,9.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.5,10.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,0.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,0.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,1.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,1.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,2.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,2.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,3.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,3.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,4.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,4.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,5.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,5.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,6.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,6.5,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,7.0,1.0,0.0,1.0,1.0,10,7.224719895935548
690.0,-8.0,7.5,1.0,0.0,1.0,1.0,10,7.224719895935548
