# Verificarlo Analysis for parallel_5
# Source: parallel_5.c
# Type: DOUBLE, Precision: 53, Mode: mca
# Range: [10000:0.01:10001], Iterations: 20
i x result
1 10000.00 3.20000000000000000e+05
2 10000.00 3.19999999999999942e+05
3 10000.00 3.20000000000000058e+05
4 10000.00 3.20000000000000000e+05
5 10000.00 3.20000000000000058e+05
6 10000.00 3.20000000000000000e+05
7 10000.00 3.20000000000000000e+05
8 10000.00 3.20000000000000000e+05
9 10000.00 3.20000000000000000e+05
10 10000.00 3.19999999999999942e+05
11 10000.00 3.20000000000000058e+05
12 10000.00 3.20000000000000000e+05
13 10000.00 3.19999999999999942e+05
14 10000.00 3.20000000000000000e+05
15 10000.00 3.20000000000000000e+05
16 10000.00 3.20000000000000000e+05
17 10000.00 3.20000000000000000e+05
18 10000.00 3.20000000000000000e+05
19 10000.00 3.20000000000000058e+05
20 10000.00 3.20000000000000000e+05
1 10000.01 3.20000320000000007e+05
2 10000.01 3.20000320000000065e+05
3 10000.01 3.20000320000000007e+05
4 10000.01 3.20000320000000065e+05
5 10000.01 3.20000320000000007e+05
6 10000.01 3.20000320000000065e+05
7 10000.01 3.20000319999999949e+05
8 10000.01 3.20000320000000007e+05
9 10000.01 3.20000320000000007e+05
10 10000.01 3.20000319999999949e+05
11 10000.01 3.20000320000000065e+05
12 10000.01 3.20000320000000007e+05
13 10000.01 3.20000320000000007e+05
14 10000.01 3.20000320000000007e+05
15 10000.01 3.20000320000000007e+05
16 10000.01 3.20000320000000007e+05
17 10000.01 3.20000320000000007e+05
18 10000.01 3.20000320000000007e+05
19 10000.01 3.20000320000000065e+05
20 10000.01 3.20000320000000065e+05
1 10000.02 3.20000639999999956e+05
2 10000.02 3.20000639999999956e+05
3 10000.02 3.20000640000000130e+05
4 10000.02 3.20000640000000014e+05
5 10000.02 3.20000640000000014e+05
6 10000.02 3.20000640000000014e+05
7 10000.02 3.20000639999999956e+05
8 10000.02 3.20000640000000014e+05
9 10000.02 3.20000640000000014e+05
10 10000.02 3.20000640000000072e+05
11 10000.02 3.20000640000000072e+05
12 10000.02 3.20000639999999956e+05
13 10000.02 3.20000640000000014e+05
14 10000.02 3.20000640000000014e+05
15 10000.02 3.20000640000000072e+05
16 10000.02 3.20000640000000014e+05
17 10000.02 3.20000640000000014e+05
18 10000.02 3.20000640000000072e+05
19 10000.02 3.20000640000000072e+05
20 10000.02 3.20000640000000014e+05
1 10000.03 3.20000959999999963e+05
2 10000.03 3.20000960000000021e+05
3 10000.03 3.20000960000000021e+05
4 10000.03 3.20000960000000079e+05
5 10000.03 3.20000960000000021e+05
6 10000.03 3.20000960000000021e+05
7 10000.03 3.20000960000000021e+05
8 10000.03 3.20000959999999963e+05
9 10000.03 3.20000960000000021e+05
10 10000.03 3.20000960000000021e+05
11 10000.03 3.20000960000000021e+05
12 10000.03 3.20000960000000021e+05
13 10000.03 3.20000960000000021e+05
14 10000.03 3.20000959999999963e+05
15 10000.03 3.20000960000000079e+05
16 10000.03 3.20000960000000079e+05
17 10000.03 3.20000960000000021e+05
18 10000.03 3.20000960000000079e+05
19 10000.03 3.20000960000000021e+05
20 10000.03 3.20000960000000021e+05
1 10000.04 3.20001280000000028e+05
2 10000.04 3.20001280000000028e+05
3 10000.04 3.20001280000000086e+05
4 10000.04 3.20001280000000028e+05
5 10000.04 3.20001280000000028e+05
6 10000.04 3.20001280000000086e+05
7 10000.04 3.20001280000000028e+05
8 10000.04 3.20001279999999970e+05
9 10000.04 3.20001280000000028e+05
10 10000.04 3.20001280000000028e+05
11 10000.04 3.20001279999999970e+05
12 10000.04 3.20001280000000028e+05
13 10000.04 3.20001280000000028e+05
14 10000.04 3.20001280000000028e+05
15 10000.04 3.20001280000000086e+05
16 10000.04 3.20001280000000028e+05
17 10000.04 3.20001280000000028e+05
18 10000.04 3.20001280000000028e+05
19 10000.04 3.20001280000000028e+05
20 10000.04 3.20001280000000086e+05
1 10000.05 3.20001599999999977e+05
2 10000.05 3.20001599999999919e+05
3 10000.05 3.20001600000000035e+05
4 10000.05 3.20001600000000035e+05
5 10000.05 3.20001599999999977e+05
6 10000.05 3.20001599999999977e+05
7 10000.05 3.20001599999999977e+05
8 10000.05 3.20001599999999977e+05
9 10000.05 3.20001599999999977e+05
10 10000.05 3.20001600000000035e+05
11 10000.05 3.20001599999999977e+05
12 10000.05 3.20001599999999977e+05
13 10000.05 3.20001599999999977e+05
14 10000.05 3.20001599999999977e+05
15 10000.05 3.20001599999999977e+05
16 10000.05 3.20001599999999977e+05
17 10000.05 3.20001600000000035e+05
18 10000.05 3.20001599999999977e+05
19 10000.05 3.20001599999999977e+05
20 10000.05 3.20001599999999919e+05
1 10000.06 3.20001919999999984e+05
2 10000.06 3.20001919999999984e+05
3 10000.06 3.20001919999999984e+05
4 10000.06 3.20001919999999984e+05
5 10000.06 3.20001919999999984e+05
6 10000.06 3.20001919999999925e+05
7 10000.06 3.20001920000000042e+05
8 10000.06 3.20001920000000042e+05
9 10000.06 3.20001919999999984e+05
