x,mean,std_dev,significant_digits,ulp_error
-10.0,-40.0,4.890290495124001e-15,15.912725333291831,0.0
-9.9,-39.60000000000001,6.31333788191056e-15,15.797436153081202,0.0
-9.8,-39.20000000000001,6.5203873268320016e-15,15.779012672376025,0.0
-9.7,-38.79999999999999,7.105427357601002e-15,15.737241521801323,0.0
-9.6,-38.39999999999999,7.645831869481446e-15,15.700906480639958,0.0
-9.5,-38.0,3.645007325606123e-15,16.018085191132332,0.0
-9.4,-37.60000000000001,6.9159151421486e-15,15.735338189059538,0.0
-9.3,-37.20000000000001,6.31333788191056e-15,15.770283907037587,0.0
-9.2,-36.79999999999999,6.5203873268320016e-15,15.751574424029085,0.0
-9.1,-36.39999999999999,6.9159151421486e-15,15.721251727780933,0.0
-9.0,-36.0,3.645007325606123e-15,15.994604095282808,0.0
-8.9,-35.60000000000001,7.470042121409604e-15,15.678126947289446,0.0
-8.8,-35.20000000000001,7.817669771557416e-15,15.653465342152865,0.0
-8.7,-34.79999999999999,7.985810938024206e-15,15.63926021977431,0.0
-8.6,-34.39999999999999,7.817669771557416e-15,15.643481121246264,0.0
-8.5,-34.0,2.82341053377531e-15,16.080704886365954,0.0
-8.4,-33.6,4.312830829653677e-15,15.891576854066246,0.0
-8.3,-33.20000000000001,6.721061417116781e-15,15.69370021969843,0.0
-8.2,-32.79999999999999,7.105427357601002e-15,15.664283639918795,0.0
-8.1,-32.39999999999999,8.47023160132593e-15,15.582649724810649,0.0
-8.0,-32.0,0.0,inf,0.0
-7.9,-31.600000000000005,3.645007325606123e-15,15.937988677133925,0.0
-7.8,-31.200000000000006,7.732228192232196e-15,15.605849931646292,0.0
-7.7,-30.799999999999994,8.351760989129305e-15,15.566772659312987,0.0
-7.6,-30.399999999999995,3.3605307085583907e-15,15.956465715267129,0.0
-7.5,-30.0,1.8225036628030615e-15,16.216452844899166,0.0
-7.4,-29.600000000000005,3.4579575710743e-15,15.932472050854798,0.0
