x,mean,std_dev,significant_digits,ulp_error
-10.0,-160.0,1.129364213510124e-14,16.151285960651663,0.0
-9.9,-158.4,3.194324375209682e-14,15.69537616175324,0.0
-9.8,-156.80000000000004,3.630398019018373e-14,15.635391816786852,0.0
-9.7,-155.19999999999996,2.439705540606815e-14,15.803554304438618,0.0
-9.6,-153.6,1.4580029302424492e-14,16.022632818883054,0.0
-9.5,-152.0,2.258728427020248e-14,15.82797957027653,0.0
-9.4,-150.40000000000003,4.175085012988797e-14,15.556582513251325,0.0
-9.3,-148.80000000000004,4.564271128782401e-14,15.513231496551171,0.0
-9.2,-147.19999999999996,2.6884245668467125e-14,15.738409954667912,0.0
-9.1,-145.59999999999997,3.388092640530372e-14,15.633206098253092,0.0
-9.0,-144.0,1.4580029302424492e-14,15.994604095282808,0.0
-8.9,-142.4,2.6081549307328006e-14,15.737176603328443,0.0
-8.8,-140.80000000000004,2.76636605685944e-14,15.706693007610008,0.0
-8.7,-139.19999999999996,2.525335152764224e-14,15.741320211102272,0.0
-8.6,-137.59999999999997,3.058332747792578e-14,15.653133698843957,0.0
-8.5,-136.0,1.597162187604841e-14,15.930189888533963,0.0
-8.4,-134.4,3.511336036134152e-14,15.582926875123897,0.0
-8.3,-132.80000000000004,2.9880168485638414e-14,15.647815033020608,0.0
-8.2,-131.19999999999996,2.842170943040401e-14,15.664283639918795,0.0
-8.1,-129.59999999999997,3.1270679086229666e-14,15.617467688881346,0.0
-8.0,-128.0,1.3040774653664003e-14,15.991906579339455,0.0
-7.9,-126.40000000000002,1.3442122834233563e-14,15.97327921427678,0.0
-7.8,-124.80000000000003,3.4193199609389624e-14,15.562274843786842,0.0
-7.7,-123.19999999999996,4.071980580484813e-14,15.480805009670725,0.0
-7.6,-121.59999999999998,1.4210854715202004e-14,15.93231337547985,0.0
-7.5,-120.0,5.64682106755062e-15,16.327377219707344,0.0
-7.4,-118.40000000000002,1.2198527703034075e-14,15.98704428556733,0.0
-7.3,-116.8,6.5203873268320016e-15,16.25316944813195,0.0
-7.2,-115.19999999999997,2.76636605685944e-14,15.619542831891108,0.0
-7.1,-113.59999999999998,1.6300968317080003e-14,15.843164928058531,0.0
-7.0,-112.0,5.64682106755062e-15,16.2974139963299,0.0
-6.9,-110.40000000000002,1.3040774653664003e-14,15.927665683084767,0.0
-6.8,-108.8,6.5203873268320016e-15,16.22235550071773,0.0
-6.7,-107.2,1.9561161980496004e-14,15.738800135992657,0.0
-6.6,-105.59999999999998,1.5635339543114833e-14,15.829556601208546,0.0
-6.5,-104.0,4.610610094765734e-15,16.35327494248634,0.0
-6.4,-102.40000000000002,1.3040774653664003e-14,15.894996566331399,0.0
-6.3,-100.79999999999998,1.2198527703034075e-14,15.917153115289937,0.0
-6.2,-99.20000000000002,1.4580029302424492e-14,15.832753275341737,0.0
-6.1,-97.59999999999998,1.3442122834233563e-14,15.860981957997105,0.0
-6.0,-96.0,4.610610094765734e-15,16.31851283622713,0.0
-5.9,-94.40000000000002,1.4210854715202004e-14,15.822351794841204,0.0
-5.8,-92.79999999999998,1.3442122834233563e-14,15.839080116549274,0.0
-5.7,-91.20000000000002,1.4580029302424492e-14,15.796236441515974,0.0
-5.6,-89.59999999999998,6.5203873268320016e-15,16.138034615017695,0.0
-5.5,-88.0,9.221220189531467e-15,15.979694279673746,0.0
-5.4,-86.40000000000002,2.3509590842778356e-14,15.565268671681043,0.0
-5.3,-84.79999999999998,9.221220189531467e-15,15.963607459780292,0.0
-5.2,-83.20000000000002,1.262667576382112e-14,15.818834297782432,0.0
-5.1,-81.59999999999998,7.290014651212246e-15,16.0489617576054,0.0
-5.0,-80.0,7.290014651212246e-15,16.040361585843485,0.0
-4.9,-78.40000000000002,2.3509590842778356e-14,15.523070991886588,0.0
-4.8,-76.79999999999998,1.8442440379062935e-14,15.619542831891108,0.0
-4.7,-75.20000000000002,1.38318302842972e-14,15.735338189059538,0.0
-4.6,-73.59999999999998,5.64682106755062e-15,16.11507378799722,0.0
-4.5,-72.0,7.985810938024206e-15,15.955013472258996,0.0
-4.4,-70.40000000000002,1.5635339543114833e-14,15.653465342152865,0.0
-4.3,-68.79999999999998,1.4210854715202004e-14,15.684968238778646,0.0
-4.2,-67.2,6.5203873268320016e-15,16.013095878409395,0.0
-4.1,-65.59999999999998,1.9561161980496004e-14,15.525509190011565,0.0
-4.0,-64.0,7.985810938024206e-15,15.903860949811614,0.0
-3.9,-62.40000000000001,1.529166373896289e-14,15.61072985029087,0.0
-3.8,-60.79999999999999,7.105427357601002e-15,15.93231337547985,0.0
-3.7,-59.20000000000001,6.9159151421486e-15,15.932472050854798,0.0
-3.6,-57.6,2.305305047382867e-15,16.397694082274754,0.0
-3.5,-56.0,4.610610094765734e-15,16.08442963019376,0.0
-3.4,-54.4,4.312830829653677e-15,16.10083647637458,0.0
-3.3,-52.79999999999999,6.9159151421486e-15,15.88278426666569,0.0
-3.2,-51.20000000000001,6.9159151421486e-15,15.869420305107708,0.0
-3.1,-49.60000000000001,6.9159151421486e-15,15.855632020622075,0.0
-3.0,-48.0,3.992905469012103e-15,16.079952208867297,0.0
-2.9,-46.39999999999999,9.221220189531467e-15,15.701729588078459,0.0
-2.8,-44.79999999999999,6.5203873268320016e-15,15.837004619353712,0.0
-2.7,-43.20000000000001,6.9159151421486e-15,15.79563409094679,0.0
-2.6,-41.60000000000001,6.721061417116781e-15,15.791655466621137,0.0
-2.5,-40.0,5.154818794821463e-15,15.889846588011492,0.0
-2.4,-38.4,3.992905469012103e-15,15.98304219585924,0.0
