# Verificarlo Analysis for parallel_5
# Source: parallel_5.c
# Type: DOUBLE, Precision: 24, Mode: mca
# Range: [1.0e-38:1.0e-39:1.0e-37], Iterations: 20
i x result
1 0.0000000000000000000000000000000000000100 3.2000001e-37
2 0.0000000000000000000000000000000000000100 3.2000001e-37
3 0.0000000000000000000000000000000000000100 3.2000000e-37
4 0.0000000000000000000000000000000000000100 3.1999998e-37
5 0.0000000000000000000000000000000000000100 3.2000000e-37
6 0.0000000000000000000000000000000000000100 3.2000002e-37
7 0.0000000000000000000000000000000000000100 3.2000000e-37
8 0.0000000000000000000000000000000000000100 3.2000001e-37
9 0.0000000000000000000000000000000000000100 3.1999999e-37
10 0.0000000000000000000000000000000000000100 3.2000000e-37
11 0.0000000000000000000000000000000000000100 3.2000000e-37
12 0.0000000000000000000000000000000000000100 3.2000000e-37
13 0.0000000000000000000000000000000000000100 3.2000000e-37
14 0.0000000000000000000000000000000000000100 3.2000001e-37
15 0.0000000000000000000000000000000000000100 3.2000001e-37
16 0.0000000000000000000000000000000000000100 3.1999999e-37
17 0.0000000000000000000000000000000000000100 3.1999998e-37
18 0.0000000000000000000000000000000000000100 3.1999998e-37
19 0.0000000000000000000000000000000000000100 3.1999998e-37
20 0.0000000000000000000000000000000000000100 3.2000001e-37
1 0.0000000000000000000000000000000000000110 3.5200000e-37
2 0.0000000000000000000000000000000000000110 3.5200001e-37
3 0.0000000000000000000000000000000000000110 3.5200002e-37
4 0.0000000000000000000000000000000000000110 3.5200000e-37
5 0.0000000000000000000000000000000000000110 3.5200002e-37
6 0.0000000000000000000000000000000000000110 3.5200000e-37
7 0.0000000000000000000000000000000000000110 3.5200001e-37
8 0.0000000000000000000000000000000000000110 3.5199999e-37
9 0.0000000000000000000000000000000000000110 3.5199999e-37
10 0.0000000000000000000000000000000000000110 3.5200000e-37
11 0.0000000000000000000000000000000000000110 3.5200000e-37
12 0.0000000000000000000000000000000000000110 3.5200001e-37
13 0.0000000000000000000000000000000000000110 3.5200000e-37
14 0.0000000000000000000000000000000000000110 3.5200000e-37
15 0.0000000000000000000000000000000000000110 3.5200000e-37
16 0.0000000000000000000000000000000000000110 3.5199998e-37
17 0.0000000000000000000000000000000000000110 3.5199999e-37
18 0.0000000000000000000000000000000000000110 3.5200000e-37
19 0.0000000000000000000000000000000000000110 3.5199999e-37
20 0.0000000000000000000000000000000000000110 3.5200001e-37
1 0.0000000000000000000000000000000000000120 3.8400001e-37
2 0.0000000000000000000000000000000000000120 3.8399999e-37
3 0.0000000000000000000000000000000000000120 3.8399997e-37
4 0.0000000000000000000000000000000000000120 3.8400001e-37
5 0.0000000000000000000000000000000000000120 3.8400002e-37
6 0.0000000000000000000000000000000000000120 3.8399997e-37
7 0.0000000000000000000000000000000000000120 3.8399997e-37
8 0.0000000000000000000000000000000000000120 3.8400003e-37
9 0.0000000000000000000000000000000000000120 3.8400002e-37
10 0.0000000000000000000000000000000000000120 3.8399999e-37
11 0.0000000000000000000000000000000000000120 3.8399997e-37
12 0.0000000000000000000000000000000000000120 3.8400000e-37
13 0.0000000000000000000000000000000000000120 3.8400002e-37
14 0.0000000000000000000000000000000000000120 3.8400005e-37
15 0.0000000000000000000000000000000000000120 3.8399997e-37
16 0.0000000000000000000000000000000000000120 3.8400000e-37
