error
1.259426311864495e-20
1.98579309263824e-20
3.083343640052138e-20
4.718248463292647e-20
7.121449316141053e-20
1.061074226598303e-19
1.561935818357307e-19
2.273225194086189e-19
3.273086200906092e-19
4.664602756522377e-19
6.58168018578914e-19
9.194989044107054e-19
1.271703441071109e-18
1.740491988750288e-18
2.355886111800798e-18
3.151407594025812e-18
4.162348654826431e-18
5.422889030239542e-18
6.961906724563667e-18
8.797483017964622e-18
1.093033317243675e-17
1.333669209840351e-17
1.596151981598767e-17
1.871321429207291e-17
2.146125883383682e-17
2.403830453696651e-17
2.624801233532986e-17
2.7879489480874e-17
2.872832699710753e-17
2.880848465432248e-17
2.862311225991208e-17
2.745496012104997e-17
2.5206252572028e-17
2.197362783632448e-17
1.797955769609052e-17
1.356680801320896e-17
9.170822426775324e-18
5.266614226955215e-18
2.288969802180622e-18
5.274027925433248e-19
3.126756645942128e-19
5.502606463153898e-19
1.059309372224248e-18
6.896404095212336e-18
2.044797747404789e-17
4.621032299828854e-17
8.979811293252125e-17
1.579944994249508e-16
2.587861624749646e-16
4.013915912177443e-16
5.962925922074675e-16
8.552796443605217e-16
1.19152127726545e-15
1.619666300558677e-15
2.155985726410626e-15
2.81855892208718e-15
3.62750621155357e-15
4.605268064301644e-15
5.776929334254009e-15
7.170585823637056e-15
8.817749753903608e-15
1.075379048346374e-14
1.30184069467247e-14
1.565612871848976e-14
1.871684325410127e-14
2.22563476507603e-14
2.633692416091269e-14
3.102793961244712e-14
3.640646980289799e-14
4.255795078587408e-14
4.957685970778381e-14
5.756742843561255e-14
6.664439360543481e-14
7.69337868954325e-14
8.857376928564928e-14
1.017155128308671e-13
1.165241330843731e-13
1.331796748251544e-13
1.518781532217937e-13
1.728326520729786e-13
