x,mean,std_dev,significant_digits,true_value,abs_error,ulp_error
-4.0,-7.021427154541016e-05,0.0,inf,-7.021427154541016e-05,0.0,0.0
-3.9,-0.00011216104358027223,3.713778179988495e-12,7.48002608121659,-0.00011216104030609131,3.2741809209615308e-12,0.44999999925494194
-3.8,-0.00017610192007850857,5.971980002273072e-12,7.469645746422468,-0.0001761019229888916,2.9103830348313486e-12,0.19999999925494194
-3.7,-0.00027181208424735813,8.95797000340961e-12,7.4820591568949535,-0.0002718120813369751,2.9103830348313486e-12,0.09999999962747097
-3.6,-0.0004126310246647336,6.507814342810281e-12,7.802126723611483,-0.00041263102320954204,1.4551915445207286e-12,0.05000000074505806
-3.5,-0.0006161481142044067,0.0,inf,-0.0006161481142044067,0.0,0.0
-3.4,-0.000905871405848302,2.5859431916138707e-11,7.544447571212,-0.0009058713912963867,1.4551915228366852e-11,0.25
-3.3,-0.0013112693908624352,5.473410092030802e-11,7.379433934913104,-0.0013112693559378386,3.492459663481662e-11,0.30000000074505806
-3.2,-0.0018695831531658769,0.0,inf,-0.0018695831531658769,0.0,0.0
-3.1,-0.0026265679858624934,1.170264298594145e-10,7.351104690371025,-0.002626568078994751,9.313225754828403e-11,0.40000000037252903
-3.0,-0.0036374330520629874,4.449471833015287e-19,15.91248654690765,-0.0036374330520629883,8.673617379884035e-19,3.725290298461914e-09
-2.9,-0.004966685408726334,2.1893640327343124e-10,7.355748673390621,-0.004966685548424721,1.3969838653926647e-10,0.30000000074505806
-2.8,-0.006688904529437423,1.4332751978758545e-10,7.669025411639997,-0.006688904482871294,4.656612855730158e-11,0.09999999962747097
-2.7,-0.008887580409646035,3.822067201454766e-10,7.366485224234771,-0.00888758059591055,1.862645142292063e-10,0.19999999925494194
-2.6,-0.011653899680823088,4.777584010717402e-10,7.387262942692472,-0.011653900146484375,4.656612873077393e-10,0.5
-2.5,-0.015084296464920044,0.0,inf,-0.015084296464920044,0.0,0.0
-2.4,-0.019276858121156693,9.362114423629754e-10,7.313662306179731,-0.019276857376098633,7.450580603862722e-10,0.40000000037252903
-2.3,-0.024327015224844217,6.82375484206757e-10,7.552065411452332,-0.02432701550424099,2.7939677307853295e-10,0.15000000037252903
-2.2,-0.03032149337232113,2.4200054659914087e-08,6.097934240136301,-0.030321503058075905,9.685754774613198e-09,5.199999999254942
-2.1,-0.03733100164681673,1.90145442815411e-09,7.292983721647731,-0.037330999970436096,1.6763806315323038e-09,0.44999999925494194
-2.0,-0.04540228843688965,0.0,inf,-0.04540228843688965,0.0,0.0
-1.9,-0.05454877559095621,2.29156755637579e-08,6.37665234184869,-0.05454878881573677,1.3224780562315352e-08,3.550000000745058
-1.8,-0.06474047750234604,3.057653761163813e-09,7.32578759252134,-0.06474047899246216,1.4901161138336505e-09,0.19999999925494194
-1.7,-0.0758940927684307,1.1618078442710199e-08,6.815073669404008,-0.07589408755302429,5.2154064122955646e-09,0.6999999992549419
-1.6,-0.08786301799118519,3.6460197203351787e-09,7.3819871033826825,-0.0878630205988884,2.6077032061477823e-09,0.34999999962747097
-1.5,-0.10042841657996178,2.187611841708844e-08,6.661886349797984,-0.10042843222618103,1.564621925076448e-08,2.099999999627471
-1.4,-0.11329194195568562,1.61207889678765e-08,6.8468127283681985,-0.11329193413257599,7.823109632321135e-09,1.050000000745058
-1.3,-0.12607100158929824,2.2207493210372385e-08,6.754115665161183,-0.1260710209608078,1.9371509563104183e-08,1.300000000745058
-1.2,-0.13829724192619325,6.115307522327626e-09,7.354395217603391,-0.13829724490642548,2.980232227667301e-09,0.19999999925494194
-1.1,-0.14941897615790367,1.8646047974838617e-08,6.903818958937529,-0.14941895008087158,2.60770320892334e-08,1.75
-1.0,-0.15880799293518066,0.0,inf,-0.15880799293518066,0.0,0.0
-0.9,-0.16577148512005807,1.1312285878006342e-08,7.165959456416516,-0.165771484375,7.450580707946131e-10,0.05000000074505806
-0.8,-0.16956829279661179,1.409508739071275e-08,7.080276874861118,-0.16956830024719238,7.450580596923828e-09,0.5
-0.7,-0.16942986473441124,1.2676362828602659e-08,7.125995302848967,-0.16942985355854034,1.1175870895385742e-08,0.75
-0.6,-0.16458479762077333,9.17296128349144e-09,7.2538801573123175,-0.16458478569984436,1.1920928966180355e-08,0.8000000007450581
